Нас. пункт;Улица;Номер;Корпус;Литера;Метро
﻿Санкт-Петербург;Морская наб.;37;1;;Приморская
﻿Санкт-Петербург;Морская наб.;37;1;А;Приморская
﻿Санкт-Петербург;Морская наб.;37;1;Б;Приморская
﻿Санкт-Петербург;Морская наб.;37;5;;Приморская
﻿Санкт-Петербург;Морская наб.;37;;;Приморская
﻿Санкт-Петербург;Морская наб.;39;1;;Приморская
﻿Санкт-Петербург;Морская наб.;39;2;;Приморская
﻿Санкт-Петербург;Морская наб.;39;;;Приморская
﻿Санкт-Петербург;Морская наб.;41;1;а;Приморская
﻿Санкт-Петербург;Морская наб.;41;1;;Приморская
﻿Санкт-Петербург;Морская наб.;41;;;Приморская
﻿Санкт-Петербург;Морская наб.;45;;;Приморская
﻿Санкт-Петербург;Морской;11;;;Крестовский остров
﻿Санкт-Петербург;Морской;15;;;Крестовский остров
﻿Санкт-Петербург;Морской;24;;;Крестовский остров
﻿Санкт-Петербург;Морской;25;;;Крестовский остров
﻿Санкт-Петербург;Морской;28;;;Крестовский остров
﻿Санкт-Петербург;Морской;29;;А;Крестовский остров
﻿Санкт-Петербург;Морской;29;;;Крестовский остров
﻿Санкт-Петербург;Морской;33;;;Крестовский остров
﻿Санкт-Петербург;Морской пехоты;2;;;Автово
﻿Санкт-Петербург;Морской пехоты;4;;;Автово
﻿Санкт-Петербург;Морской пехоты;8;2;;Автово
﻿Санкт-Петербург;Морской пехоты;10;1;;Автово
﻿Санкт-Петербург;Морской пехоты;10;2;;Автово
﻿Санкт-Петербург;Московский;1;2;;Садовая
﻿Санкт-Петербург;Московский;4;;;Сенная пл.
﻿Санкт-Петербург;Московский;5;;;Садовая
﻿Санкт-Петербург;Московский;5;;;Сенная пл.
﻿Санкт-Петербург;Московский;7;;;Сенная пл.
﻿Санкт-Петербург;Московский;7;;;Садовая
﻿Санкт-Петербург;Московский;18;;;Садовая
﻿Санкт-Петербург;Московский;18;;;Технологический и-т
﻿Санкт-Петербург;Московский;18;;;Сенная пл.
﻿Санкт-Петербург;Московский;20;;;Технологический и-т
﻿Санкт-Петербург;Московский;20;;а;Технологический и-т
﻿Санкт-Петербург;Московский;30;2;;Звездная
﻿Санкт-Петербург;Московский;32;;;Технологический и-т
﻿Санкт-Петербург;Московский;34;;;Технологический и-т
﻿Санкт-Петербург;Московский;34;;;Технологический и-т
﻿Санкт-Петербург;Московский;36;;;Технологический и-т
﻿Санкт-Петербург;Московский;42;;;Технологический и-т
﻿Санкт-Петербург;Московский;45;;;Технологический и-т
﻿Санкт-Петербург;Московский;46;2;;Московские ворота
﻿Санкт-Петербург;Московский;46;3;;Московские ворота
﻿Санкт-Петербург;Московский;47;;А;Технологический и-т
﻿Санкт-Петербург;Московский;49;;;Технологический и-т
﻿Санкт-Петербург;Московский;50;;;Технологический и-т
﻿Санкт-Петербург;Московский;63;;;Фрунзенская
﻿Санкт-Петербург;Московский;65;2;;Фрунзенская
﻿Санкт-Петербург;Московский;65;;;Фрунзенская
﻿Санкт-Петербург;Московский;66;;;Фрунзенская
﻿Санкт-Петербург;Московский;68;;;Фрунзенская
﻿Санкт-Петербург;Московский;70;3;;Фрунзенская
﻿Санкт-Петербург;Московский;70;;;Фрунзенская
﻿Санкт-Петербург;Московский;72;;;Фрунзенская
﻿Санкт-Петербург;Московский;72;;А;Фрунзенская
﻿Санкт-Петербург;Московский;73;2;;Фрунзенская
﻿Санкт-Петербург;Московский;73;3;;Фрунзенская
﻿Санкт-Петербург;Московский;73;4;;Фрунзенская
﻿Санкт-Петербург;Московский;73;4;;Фрунзенская
﻿Санкт-Петербург;Московский;73;5;;Фрунзенская
﻿Санкт-Петербург;Московский;73;5;;Фрунзенская
﻿Санкт-Петербург;Московский;73;5;А;Фрунзенская
﻿Санкт-Петербург;Московский;73;;;Фрунзенская
﻿Санкт-Петербург;Московский;73;;;Фрунзенская
﻿Санкт-Петербург;Московский;75;;;Фрунзенская
﻿Санкт-Петербург;Московский;79;;;Фрунзенская
﻿Санкт-Петербург;Московский;79;;;Фрунзенская
﻿Санкт-Петербург;Московский;79;;Б;Фрунзенская
﻿Санкт-Петербург;Московский;82;;;Фрунзенская
﻿Санкт-Петербург;Московский;86;;;Фрунзенская
﻿Санкт-Петербург;Московский;94;1;;Фрунзенская
﻿Санкт-Петербург;Московский;102;;;Московские ворота
﻿Санкт-Петербург;Московский;106;;;Московские ворота
﻿Санкт-Петербург;Московский;115;;;Московские ворота
﻿Санкт-Петербург;Московский;117;;;Московские ворота
﻿Санкт-Петербург;Московский;125;;;Московские ворота
﻿Санкт-Петербург;Московский;125;;;Московская
﻿Санкт-Петербург;Московский;126;;;Московские ворота
﻿Санкт-Петербург;Московский;127;;А;Московские ворота
﻿Санкт-Петербург;Московский;130;;;Московские ворота
﻿Санкт-Петербург;Московский;132;;;Московские ворота
﻿Санкт-Петербург;Московский;134;;;Московские ворота
﻿Санкт-Петербург;Московский;136;;;Московские ворота
﻿Санкт-Петербург;Московский;138;;;Московские ворота
﻿Санкт-Петербург;Московский;139;2;;Электросила
