Район;Улица;Номер;Корпус;Литер;Кол-во комнат;Площадь;Этаж;Этажей;Цена;Метро;Дата постройки;Дата реконструкции;Даты кап. ремонты;Общая пл. здания, м2;Жилая пл., м2;Пл. нежелых помещений м2;Мансарда м2;Кол-во проживающих;Центральное отопление;Центральное ГВС;Центральное ЭС;Центарльное ГС;Тип Квартир;Кол-во квартир;Дата ТЭП;Виды кап. ремонта;Общее кол-во лифтов;Расстояние пешком;Время пешком;Расстояние на машине;Время на машине;Откуда взято
Адмиралтейский;Фонтанки реки наб.;131;;А;6  км. кв.;182;3;6;16000000;Садовая;1835;;1999, 2002, 2003, 2003, 2004, 2004, 2005, 2006, 2007, 2007, 2007, 2007, 2007, 2007, 2008, 2008, 2008, 2009, 2009, 2009, 2016;7261,4;5949,4;1149,9;950;4;True;False;True;True;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн.;1, 2, 8, 3, 4, 1;12.04.2009;АВКР, Капитальный ремонт лифтов (с заменой крупных узлов), Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов, Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов, Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов, Капитальный ремонт лифтов с полной заменой оборудования: реконструкция лифтов, Расходы на изготовление проектно-сметной документации, Ремонт или восстановление ОДС, Ремонт или замена системы отопления, Ремонт или замена системы отопления, Ремонт или замена системы отопления, Ремонт или замена системы отопления, Ремонт или замена системы отопления, Ремонт или замена системы холодного водоснабжения, Ремонт или замена системы электроснабжения, Ремонт или замена системы электроснабжения, Ремонт конструкций и замена покрытий крыш, Ремонт фасадов без утепления, Ремонт фасадов без утепления, Установка общедомовых (и квартирных при замене сетей) приборов учета потребления: тепловой энергии на нужды отопления и горячего водоснабжения, потребления холодной воды, электрической энергии, газа, Установка общедомовых (и квартирных при замене сетей) приборов учета потребления: тепловой энергии на нужды отопления и горячего водоснабжения, потребления холодной воды, электрической энергии, газа;3;1300 м;16 мин;1800 м;7 мин;https://www.emls.ru/fullinfo/1/1451396.html
Василеостровский;Каховского пер.;5;;Б;4 км. кв.;121,8;5;5;12500000;Приморская;1937;;;4332,2;2865,6;550,1;0;4;True;False;True;True;2 комн., 3 комн., 5 комн., 6 комн.;30, 10, 1, 1;21.10.2013;;0;765 м;9 мин;1000 м;4 мин;https://www.emls.ru/fullinfo/1/1430995.html
Василеостровский;Гаванская ул.;11;;;4 км. кв.;105;3;0;13200000;Василеостровская;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;3000 м;35 мин;2700 м;10 мин;https://www.emls.ru/fullinfo/1/706566897.html
Василеостровский;Новосмоленская наб.;3;2;;4 км. кв.;120,4;6;0;16913000;Василеостровская;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;3600 м;42 мин;4400 м;16 мин;https://www.emls.ru/fullinfo/1/1355189.html
Василеостровский;Нахимова ул.;20;;;4 км. кв.;151;17;25;24500000;Приморская;2010;;;42175,9;30055,3;9021,7;0;0;True;True;True;False;1 комн., 2 комн., 3 комн. ;148, 221, 31;25.11.2013;;12;1500 м;18 мин;2300 м;7 мин;https://www.emls.ru/fullinfo/1/706559149.html
Василеостровский;Лейтенанта Шмидта наб.;21;;;4 км. кв.;177;2;7;52760000;Василеостровская;2015;;;13139,4;7084,3;4010,1;0;0;True;True;True;False;1 комн., 2 комн., 3 комн., 4 комн., 6 комн. ;6, 30, 10, 7, 1 ;01.01.1900;;9;1400 м;16 мин;1600 м;5 мин;https://www.emls.ru/fullinfo/1/706569488.html
Василеостровский;Лейтенанта Шмидта наб.;21;;;4 км. кв.;177;3;7;55348000;Василеостровская;2015;;;13139,4;7084,3;4010,1;0;0;True;True;True;False;1 комн., 2 комн., 3 комн., 4 комн., 6 комн. ;6, 30, 10, 7, 1 ;01.01.1900;;9;1400 м;16 мин;1600 м;5 мин;https://www.emls.ru/fullinfo/1/706569489.html
Василеостровский;Средний пр.;46;;;4 км. кв.;80;4;5;6980000;Василеостровская;1882;1958;;4163,8;2704;852,4;0;5;True;True;True;True;2 комн., 3 комн., 4 комн., 5 комн., 7 комн. ;2, 4, 7, 1, 1 ;21.10.2013;;0;9500 м;1 час 53 мин;10500 м;26 мин;https://www.emls.ru/fullinfo/1/706555900.html
﻿Василеостровский;24-я линия В.О.;13;;А;4 км. кв.;91,6;3;6;6990000;Василеостровская;1909;;;2674,6;1975,42;306,18;0;2;True;True;True;True;2 комн., 3 комн., 4 комн., 5 комн.;2, 6, 2, 3;21.10.2013;;0;2800 м;33 мин;3800 м;10 мин;https://www.emls.ru/fullinfo/1/1095685.html
Василеостровский;12-я линия В.О.;53;;;4 км. кв.;75;1;7;7000000;Василеостровская;1907;;;11910,48;9218,08;1390,8;516,2;11;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн.;6, 53, 56, 11 ;21.10.2013;;6;1400 м;16 мин;1500 м;6 мин;https://www.emls.ru/fullinfo/1/1264501.html
Василеостровский;14-я линия В.О.;97;;;4 км. кв.;90,9;1;5;7100000;Василеостровская;1917;;;4272,64;3281,9;555,74;0;2;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн.;2, 31, 10, 1;21.10.2013;;0;1700 м;20 мин;1500 м;5 мин;https://www.emls.ru/fullinfo/1/706537121.html
Василеостровский;13-я линия В.О.;64;;;4 км. кв.;85;3;0;7250000;Василеостровская;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;1200 м;13 мин;1700 м;6 мин;https://www.emls.ru/fullinfo/1/1235930.html
Василеостровский;Малый пр.;30/32;;;4 км. кв.;90;5;0;7300000;Василеостровская;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;980 м;11 мин;880 м;3 мин;https://www.emls.ru/fullinfo/1/1366883.html
Василеостровский;Наличная ул.;45;1;;4 км. кв.;79;1;9;7400000;Приморская;1972;;2005;27838,35;24509,35;68;0;1;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн.;69, 143, 233, 3 ;16.03.2010;Капитальный ремонт лифтов с частичной заменой оборудования: модернизация лифтов;13;850 м;10 мин;1700 м;7 мин;https://www.emls.ru/fullinfo/1/1320413.html
Василеостровский;Средний пр.;75;;;4 км. кв.;85,2;3;3;7500000;Василеостровская;1917;;2017;1550,29;890,5;454,79;0;2;True;True;True;True;1 комн., 2 комн.;2, 6;21.10.2013;Ремонт конструкций и замена покрытий крыш;0;1100 м;13 мин;1400 м;6 мин;https://www.emls.ru/fullinfo/1/706565911.html
Василеостровский;14-я линия В.О.;93;;;4 км. кв.;97;4;6;7740000;Василеостровская;1905;;;3578,17;3129,17;125;97,2;1;True;True;True;True;3 комн., 4 комн.;7, 11 ;21.10.2013;;0;1600 м;19 мин;1500 м;5 мин;https://www.emls.ru/fullinfo/1/1422100.html
Василеостровский;14-я линия В.О.;97;;;4 км. кв.;93,3;2;5;7900000;Василеостровская;1917;;;4272,64;3281,9;555,74;0;2;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн.;2, 31, 10, 1;21.10.2013;;0;1700 м;20 мин;1500 м;5 мин;https://www.emls.ru/fullinfo/1/1376008.html
Василеостровский;Наличная ул.;36;5;;4 км. кв.;81;5;9;7950000;Приморская;1971;;2004, 2004, 2005, 2007, 2011, 2012, 2012, 2013;21164,24;17740,24;738,27;0;0;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн., 5 комн. ;66, 48, 114, 64, 8;10.02.2012;Благоустройство придомовой территории, Капитальный ремонт лифтов с частичной заменой оборудования: модернизация лифтов, Капитальный ремонт лифтов с частичной заменой оборудования: модернизация лифтов, Ремонт или замена системы горячего водоснабжения, Ремонт или замена системы отопления, Ремонт или замена системы холодного водоснабжения, Ремонт конструкций и замена покрытий крыш, Усиление л/кл;7;1000 м;12 мин;1800 м;7 мин;https://www.emls.ru/fullinfo/1/1466019.html
﻿Василеостровский;20-я линия В.О.;13;;;4 км. кв.;98;2;5;8000000;Василеостровская;1904;;;2356,58;1940,18;72,4;0;1;True;True;True;True;2 комн., 3 комн., 4 комн. ;6, 6, 6 ;21.10.2013;;2;1700 м;20 мин;1700 м;7 мин;https://www.emls.ru/fullinfo/1/1467615.html
Василеостровский;Гаванская ул.;32;;;4 км. кв.;96,9;5;0;8000000;Приморская;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;2000 м;23 мин;2700 м;9 мин;https://www.emls.ru/fullinfo/1/1448699.html
Василеостровский;Наличная ул.;36;3;;4 км. кв.;82,9;6;10;8250000;Приморская;1975;;2006;15341,83;11947,7;1177,13;0;0;True;True;True;True;1 комн., 2 комн., 3 комн. ;14, 149, 57 ;30.01.2014;Капитальный ремонт лифтов с полной заменой оборудования: реконструкция лифтов;7;839 м;10 мин;1600 м;7 мин;https://www.emls.ru/fullinfo/1/1383593.html
Василеостровский;12-я линия В.О.;13;;;4 км. кв.;119;3;6;8299000;Василеостровская;1917;;;11042;3272;6607,2;1016,71;1;True;True;True;True;2 комн., 3 комн., 4 комн., 5 комн., 7 комн. ;1, 2, 1, 1, 2 ;21.10.2013;;3;984 м;11 мин;826 м;3 мин;https://www.emls.ru/fullinfo/1/1416842.html
Василеостровский;16-я линия В.О.;47;;;4 км. кв.;99,4;2;4;8300000;Василеостровская;1874;;;2337,5;1772,2;279,3;0;2;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн., 5 комн. ;1, 12, 4, 2, 1;21.10.2013;;0;2400 м;29 мин;2600 м;8 мин;https://www.emls.ru/fullinfo/1/1424442.html
Василеостровский;14-я линия В.О.;73;;;4 км. кв.;98,2;3;0;8425000;Василеостровская;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;1200 м;14 мин;1100 м;3 мин;https://www.emls.ru/fullinfo/1/1357232.html
Василеостровский;Кораблестроителей ул.;23;;;4 км. кв.;86;9;10;8500000;Приморская;1975;;2004, 2005, 2007, 2010, 2010, 2010, 2010, 2011;15056,57;11884,47;1150,1;0;0;True;True;True;True;1 комн., 2 комн., 3 комн. ;14, 145, 61 ;25.11.2013;Ремонт или замена системы горячего водоснабжения, Ремонт или замена системы канализования и водоотведения, Ремонт или замена системы отопления, Ремонт или замена системы холодного водоснабжения, Ремонт или замена системы электроснабжения, Ремонт или замена системы электроснабжения, Ремонт или замена системы электроснабжения, Ремонт конструкций и замена покрытий крыш;7;1300 м;15 мин;2100 м;7 мин;https://www.emls.ru/fullinfo/1/1395668.html
Василеостровский;Кораблестроителей ул.;16;1;;4 км. кв.;82;9;10;8500000;Приморская;1974;;2005, 2006, 2007, 2008, 2011;33352,45;29157,73;0;0;0;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн.;182, 255, 101, 17 ;12.04.2009;Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов, Капитальный ремонт лифтов с частичной заменой оборудования: модернизация лифтов, Капитальный ремонт лифтов с частичной заменой оборудования: модернизация лифтов, Ремонт или замена системы электроснабжения, Ремонт конструкций и замена покрытий крыш;12;1800 м;21 мин;2900 м;8 мин;https://www.emls.ru/fullinfo/1/1439699.html
Василеостровский;4-я линия В.О.;39;;;4 км. кв.;87,5;4;2;8660000;Василеостровская;1914;;;374;60;260;0;3;True;True;True;True;4 комн. ;1 ;21.10.2013;;0;517 м;6 мин;1600 м;6 мин;https://www.emls.ru/fullinfo/1/1462805.html
Василеостровский;15-я линия В.О.;18;;;4 км. кв.;90,7;5;5;8800000;Василеостровская;1933;;;2797,28;2532,28;0;0;0;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн.;1, 1, 8, 9;21.10.2013;;0;2400 м;29 мин;2600 м;8 мин;https://www.emls.ru/fullinfo/1/1458724.html
﻿Василеостровский;Малый пр.;48;;;4 км. кв.;64;3;0;8900000;Василеостровская;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;1400 м;16 мин;1300 м;4 мин;https://www.emls.ru/fullinfo/1/1466455.html
Василеостровский;5-я линия В.О.;50;;;4 км. кв.;106,8;2;2;9000000;Василеостровская;1917;;2008, 2008, 2008;206,1;206,1;0;0;0;True;True;True;True;4 комн. ;2 ;25.11.2013;Асфальтирование и замощение придомовой территории, Разные работы, Ремонт и восстановление озеленения;0;458 м;5 мин;1600 м;5 мин;https://www.emls.ru/fullinfo/1/1459224.html
Василеостровский;Малый пр.;27;;;4 км. кв.;91,5;5;0;9000000;Василеостровская;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;801 м;9 мин;887 м;3 мин;https://www.emls.ru/fullinfo/1/1385681.html
Василеостровский;15-я линия В.О.;82;;;4 км. кв.;85;3;5;9000000;Василеостровская;1904;1960;;3822,38;2825,18;387,5;0;3;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн.;1, 28, 11, 2;21.10.2013;;0;2200 м;26 мин;2600 м;7 мин;https://www.emls.ru/fullinfo/1/1393053.html
Василеостровский;1-я линия В.О.;56;;;4 км. кв.;73,9;4;4;9250000;Спортивная;до 1917;1964;;3507,08;2578,08;435,5;0;4;True;False;True;True;1 комн., 2 комн., 3 комн., 4 комн.;2, 12, 6, 1 ;19.10.2010;;0;527 м;6 мин;1200 м;5 мин;https://www.emls.ru/fullinfo/1/1454583.html
Василеостровский;14-я линия В.О.;89;;;4 км. кв.;66;3;0;9250000;Василеостровская;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;1600 м;18 мин;1600 м;7 мин;https://www.emls.ru/fullinfo/1/1460139.html
Василеостровский;14-я линия В.О.;97;;;4 км. кв.;92,7;3;5;9500000;Василеостровская;1917;;;4272,64;3281,9;555,74;0;2;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн.;2, 31, 10, 1;21.10.2013;;0;1700 м;20 мин;1500 м;5 мин;https://www.emls.ru/fullinfo/1/1436209.html
Василеостровский;Беринга ул.;32;2;;4 км. кв.;91;3;9;9500000;Приморская;1972;;;7251,4;6067,1;666,8;0;3;True;True;True;True;;;21.10.2013;;2;830 м;9 мин;1800 м;6 мин;https://www.emls.ru/fullinfo/1/1162551.html
Василеостровский;4-я линия В.О.;57;;;4 км. кв.;69,8;2;4;9550000;Василеостровская;1917;1970;;1865,95;1324,25;367,1;0;3;True;True;True;True;2 комн., 3 комн., 4 комн. ;3, 5, 2 ;21.10.2013;;0;18600 м;3 часа 43 мин;19100 м;54 мин;https://www.emls.ru/fullinfo/1/1470073.html
Василеостровский;8-я линия В.О.;39;;;4 км. кв.;108,9;3;4;9700000;Василеостровская;1917;1964;;3722,53;3062,43;40,6;0;1;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 7 комн.;1, 12, 3, 3, 1, 1 ;10.02.2012;;0;453 м;5 мин;352 м;1 мин;https://www.emls.ru/fullinfo/1/1229211.html
﻿Василеостровский;Средний пр.;14;;;4 км. кв.;99,1;3;5;9700000;Спортивная;1917;;;3854;2516,08;563,43;0;9;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн., 6 комн. ;1, 4, 4, 1, 1 ;16.03.2010;;0;9900 м;1 час 59 мин;10000 м;27 мин;https://www.emls.ru/fullinfo/1/1209545.html
Василеостровский;12-я линия В.О.;55/20;;;4 км. кв.;73;1;4;9700000;Василеостровская;1854;;;9108,23;7494,55;560,88;0;4;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн.;6, 41, 18, 1;21.10.2013;;0;1400 м;17 мин;1400 м;6 мин;https://www.emls.ru/fullinfo/1/1376684.html
Василеостровский;Малый пр.;19;;;4 км. кв.;74,5;2;0;9800000;Спортивная;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;1300 м;15 мин;1800 м;7 мин;https://www.emls.ru/fullinfo/1/1459082.html
Василеостровский;5-я линия В.О.;64;;;4 км. кв.;103,4;5;0;9900000;Василеостровская;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;843 м;10 мин;1900 м;8 мин;https://www.emls.ru/fullinfo/1/1452634.html
Василеостровский;15-я линия В.О.;60;;;4 км. кв.;102;4;2;9900000;Василеостровская;1880;;;244,83;201,83;0;0;0;True;True;True;True;2 комн. ;3 ;21.10.2013;;0;2400 м;29 мин;2600 м;8 мин;https://www.emls.ru/fullinfo/1/922986.html
Василеостровский;14-я линия В.О.;45;;;4 км. кв.;72;4;6;9990000;Василеостровская;1917;;;5815,5;4101,4;904,5;398,2;10;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн., 5 комн. ;1, 7, 14, 2, 1;21.10.2013;;0;869 м;10 мин;744 м;6 мин;https://www.emls.ru/fullinfo/1/1328446.html
Василеостровский;12-я линия В.О.;53;;;4 км. кв.;75,4;3;7;10000000;Василеостровская;1907;;;11910,48;9218,08;1390,8;516,2;11;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн.;6, 53, 56, 11 ;21.10.2013;;6;1400 м;16 мин;1500 м;6 мин;https://www.emls.ru/fullinfo/1/1410216.html
Василеостровский;15-я линия В.О.;62;;;4 км. кв.;80,7;2;6;10100000;Василеостровская;1912;;;4531,74;3777,74;268;0;3;True;True;True;True;2 комн., 3 комн., 4 комн., 5 комн.;1, 26, 15, 5;21.10.2013;;3;2400 м;29 мин;2600 м;8 мин;https://www.emls.ru/fullinfo/1/1456126.html
Василеостровский;12-я линия В.О.;35;;;4 км. кв.;76,3;4;6;10350000;Василеостровская;1904;1966-1967;;7206,82;5471,82;433,8;0;5;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн.;1, 18, 34, 2;21.10.2013;;5;786 м;9 мин;1300 м;4 мин;https://www.emls.ru/fullinfo/1/1380485.html
Василеостровский;15-я линия В.О.;72;;;4 км. кв.;78;4;6;10450000;Василеостровская;1901-1913;;;13097,1;9510,73;1085,47;273,1;13;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 7 комн.;5, 24, 21, 3, 3, 1;21.10.2013;;4;2400 м;29 мин;2600 м;8 мин;https://www.emls.ru/fullinfo/1/1304415.html
﻿Василеостровский;Малый пр.;53;;;4 км. кв.;74,5;2;0;10450000;Василеостровская;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;9300 м;1 час 51 мин;10100 м;34 мин;https://www.emls.ru/fullinfo/1/1385646.html
Василеостровский;9-я линия В.О.;2;;;4 км. кв.;114;3;3;10500000;Василеостровская;1918;1987;;3743,3;3213,5;0;0;0;True;True;True;True;2 комн., 3 комн.;35, 13;21.10.2013;;0;1900 м;23 мин;1900 м;6 мин;https://www.emls.ru/fullinfo/1/706550605.html
Василеостровский;Кораблестроителей ул.;16;1;;4 км. кв.;82,2;5;10;10650000;Приморская;1974;;2005, 2006, 2007, 2008, 2011;33352,45;29157,73;0;0;0;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн.;182, 255, 101, 17 ;12.04.2009;Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов, Капитальный ремонт лифтов с частичной заменой оборудования: модернизация лифтов, Капитальный ремонт лифтов с частичной заменой оборудования: модернизация лифтов, Ремонт или замена системы электроснабжения, Ремонт конструкций и замена покрытий крыш;12;1800 м;21 мин;2900 м;8 мин;https://www.emls.ru/fullinfo/1/1384807.html
Василеостровский;16-я линия В.О.;35;;;4 км. кв.;122,8;6;7;10700000;Василеостровская;1910;1954 выборочный с надстройкой 7-го этажа;;3000,4;2335,2;0;0;0;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн., 5 комн. ;1, 3, 12, 1, 1;21.10.2013;;0;1100 м;12 мин;908 м;5 мин;https://www.emls.ru/fullinfo/1/1463253.html
Василеостровский;Морская наб.;17;1;;4 км. кв.;81;4;0;10700000;Приморская;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;2200 м;26 мин;3000 м;11 мин;https://www.emls.ru/fullinfo/1/1456808.html
Василеостровский;11-я линия В.О.;14/39;;;4 км. кв.;103;5;6;10900000;Василеостровская;1912;;;8643,4;6715,24;847,6;185;11;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн. ;1, 8, 9, 6, 3, 5, 3 ;07.02.2013;;5;817 м;9 мин;884 м;4 мин;https://www.emls.ru/fullinfo/1/1393260.html
Василеостровский;Вадима Шефнера ул.;12;;;4 км. кв.;86;1;0;10990000;Приморская;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;2900 м;35 мин;3800 м;15 мин;https://www.emls.ru/fullinfo/1/1439243.html
Василеостровский;Лейтенанта Шмидта наб.;35;;;4 км. кв.;92,8;2;0;11000000;Василеостровская;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;1600 м;19 мин;1700 м;6 мин;https://www.emls.ru/fullinfo/1/1004121.html
Василеостровский;14-я линия В.О.;45;;;4 км. кв.;80;4;6;11000000;Василеостровская;1917;;;5815,5;4101,4;904,5;398,2;10;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн., 5 комн. ;1, 7, 14, 2, 1;21.10.2013;;0;869 м;10 мин;744 м;6 мин;https://www.emls.ru/fullinfo/1/1456422.html
Василеостровский;14-я линия В.О.;9;;;4 км. кв.;90,1;5;5;11100000;Василеостровская;1917;1960;;1115,9;960;80,9;0;0;True;True;True;True;4 комн. ;5 ;12.04.2009;;0;1300 м;15 мин;1700 м;6 мин;https://www.emls.ru/fullinfo/1/706565996.html
﻿Василеостровский;11-я линия В.О.;60;;;4 км. кв.;145;2;7;11290000;Василеостровская;1917;;;4942,63;3790,43;338,1;577,4;4;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн.;1, 2, 4, 1, 1, 2;21.10.2013;;2;927 м;11 мин;751 м;2 мин;https://www.emls.ru/fullinfo/1/1285621.html
Василеостровский;7-я линия В.О.;74;;;4 км. кв.;113,7;3;4;11650000;Василеостровская;1879;1953;;1975,34;1464,87;260,57;0;2;True;True;True;True;2 комн., 3 комн., 4 комн. ;1, 4, 4 ;21.10.2013;;0;691 м;8 мин;1200 м;4 мин;https://www.emls.ru/fullinfo/1/1403469.html
Василеостровский;15-я линия В.О.;68;;;4 км. кв.;112;2;5;11672000;Василеостровская;1888;;;4133,04;3070,06;549,98;0;5;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн.;2, 2, 14, 5 ;21.10.2013;;0;2400 м;29 мин;2600 м;8 мин;https://www.emls.ru/fullinfo/1/1304057.html
Василеостровский;КИМа пр.;7/19;;;4 км. кв.;167,1;5;5;11800000;Приморская;1925;;2005;10274,95;7915,1;662,36;0;3;True;False;True;True;2 комн., 3 комн., 4 комн. ;25, 29, 2 ;12.04.2009;Ремонт конструкций и замена покрытий крыш;0;930 м;11 мин;1100 м;4 мин;https://www.emls.ru/fullinfo/1/1417013.html
Василеостровский;Гаванская ул.;24;;;4 км. кв.;95,4;4;0;12000000;Приморская;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;2100 м;25 мин;2900 м;10 мин;https://www.emls.ru/fullinfo/1/1256263.html
Василеостровский;12-я линия В.О.;15;;;4 км. кв.;155,4;5;6;12300000;Василеостровская;1908;;;5372,1;4343,3;431,6;0;4;True;True;True;True;2 комн., 3 комн., 4 комн. ;2, 1, 6 ;21.10.2013;;2;953 м;11 мин;810 м;2 мин;https://www.emls.ru/fullinfo/1/1430323.html
Василеостровский;Кадетская линия В.О.;11;;;4 км. кв.;98,2;1;4;12500000;Василеостровская;1917;1969;;2218,1;1485,95;546,15;0;5;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн., 5 комн. ;5, 5, 7, 2, 1 ;19.10.2010;;0;825 м;9 мин;1300 м;5 мин;https://www.emls.ru/fullinfo/1/999298.html
Василеостровский;Кораблестроителей ул.;12;1;;4 км. кв.;183;12;13;17999000;Приморская;2000;;;16620,65;10405,65;3574;0;10;True;True;True;False;1 комн., 2 комн., 3 комн., 4 комн., 5 комн. ;29, 42, 48, 7, 2;21.10.2013;;8;1900 м;23 мин;2700 м;12 мин;https://www.emls.ru/fullinfo/1/1449132.html
Василеостровский;Нахимова ул.;20;;;4 км. кв.;151;5;25;18000000;Приморская;2010;;;42175,9;30055,3;9021,7;0;0;True;True;True;False;1 комн., 2 комн., 3 комн. ;148, 221, 31;25.11.2013;;12;1500 м;18 мин;2300 м;7 мин;https://www.emls.ru/fullinfo/1/1452571.html
Василеостровский;13-я линия В.О.;2/19;;;4 км. кв.;145;3;3;18000000;Василеостровская;1917;1961;;4438,37;3326,9;655,7;0;6;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн.;2, 7, 11, 7 ;21.10.2013;;0;1300 м;15 мин;1300 м;5 мин;https://www.emls.ru/fullinfo/1/1161627.html
