Район;Улица;Номер;Корпус;Литер;Кол-во комнат;Площадь;Этаж;Цена;Метро;Откуда взято
﻿Адмиралтейский;Парфеновская ул.;11;1;;Студия Н;26,18;;4099000;Фрунзенская;https://www.emls.ru/fullinfo/4/325998.html
Адмиралтейский;Парфеновская ул.;11;1;;Студия Н;25,7;2;4000000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;26;4;3883000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;11;1;;Студия Н;26,42;;4200000;Фрунзенская;https://www.emls.ru/fullinfo/4/333880.html
Адмиралтейский;Парфеновская ул.;11;1;;Студия Н;29,25;;4595000;Фрунзенская;https://www.emls.ru/fullinfo/4/706821268.html
Адмиралтейский;Парфеновская ул.;11;1;;Студия Н;29,26;;4595000;Фрунзенская;https://www.emls.ru/fullinfo/4/706821269.html
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;29,5;8;4156000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;30;10;4286000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;30,6;10;4372000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;33;;4890000;Фрунзенская;https://www.emls.ru/fullinfo/4/332569.html
﻿Адмиралтейский;Парфеновская ул.;11;1;;Студия Н;34,4;3;5250000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;11;1;;Студия Н;34,6;6;5500000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;11;1;;Студия Н;35;;5100000;Фрунзенская;https://www.emls.ru/fullinfo/4/706820842.html
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;36;;5450000;Фрунзенская;https://www.emls.ru/fullinfo/4/333476.html
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;38;;5680000;Фрунзенская;https://www.emls.ru/fullinfo/4/328709.html
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;39;;5785000;Фрунзенская;https://www.emls.ru/fullinfo/4/331958.html
Адмиралтейский;Парфеновская ул.;5;;;Студия Н;39,5;;5950000;Фрунзенская;https://www.emls.ru/fullinfo/4/333180.html
Адмиралтейский;Парфеновская ул.;5;;;Студия Н;39,54;;6000000;Фрунзенская;https://www.emls.ru/fullinfo/4/329285.html
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;40,8;2;5280000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;41,5;10;5784000;Фрунзенская;
﻿Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;41,8;2;5493000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;42;2;5436000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;42,2;2;5462000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;42,4;8;6079000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;42,7;10;5952000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;43,5;2;5630000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;43,7;10;6091000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;43,8;10;6105000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;46,4;9;6421000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;46,8;2;6057000;Фрунзенская;
﻿Адмиралтейский;Парфеновская ул.;5;;;Студия Н;48,78;;8150000;Фрунзенская;https://www.emls.ru/fullinfo/4/333838.html
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;54,4;9;7366000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;57,8;10;8229000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;58,8;2;7786000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;59,2;10;8428000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;59,5;10;8471000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;59,9;2;7932000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;60,4;2;7396000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;60,5;10;8011000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;60,8;2;7143000;Фрунзенская;
﻿Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;61,3;10;8117000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;61,5;10;8144000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;62;2;7592000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;63,7;10;8118000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;64;2;7519000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;64;18;9049000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;64;19;9168000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;64,1;15;8705000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;64,1;19;9182000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;64,2;18;8838000;Фрунзенская;
﻿Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;64,2;19;8957000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;64,2;18;9077000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;64,3;10;8322000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;64,3;16;8852000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;64,3;19;9211000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;65,1;4;8037000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;65,5;10;8347000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;65,8;10;8385000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;66,1;2;7765000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;66,2;2;7777000;Фрунзенская;
﻿Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;66,4;10;8759000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;67,5;16;9104000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;67,5;18;9355000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;11;1;;Студия Н;69,04;;10000000;Фрунзенская;https://www.emls.ru/fullinfo/4/311194.html
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;69,76;;8699000;Фрунзенская;https://www.emls.ru/fullinfo/4/328681.html
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;78;10;9824000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;78,8;3;9375000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;82,9;10;9987000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;83,7;2;9250000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;84,1;10;10129000;Фрунзенская;
﻿Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;85,1;2;9660000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;86,1;2;10630000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;86,4;10;11527000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;86,7;7;10402000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;86,8;10;10620000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;86,9;9;10549000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;86,9;10;11594000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;87;10;10618000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;87,2;2;9919000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;87,2;9;10599000;Фрунзенская;
﻿Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;87,2;10;10301000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;87,2;2;10765000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;87,4;8;10567000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;87,7;2;9956000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;88,9;10;10710000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;7;1;;Студия Н;89,2;2;9858000;Фрунзенская;
Адмиралтейский;Красуцкого ул.;3;2;;Студия Н;89,8;4;11000000;Фрунзенская;
Адмиралтейский;Конногвардейский бул.;5;;;Студия Н;92,9;5;33823000;Адмиралтейская;
Адмиралтейский;Конногвардейский бул.;5;;;Студия Н;95;;34878000;Адмиралтейская;https://www.emls.ru/fullinfo/4/706822450.html
Адмиралтейский;Конногвардейский бул.;5;;;Студия Н;95,8;5;34878000;Адмиралтейская;
﻿Адмиралтейский;Парфеновская ул.;11;1;;Студия Н;100,42;;14500000;Фрунзенская;https://www.emls.ru/fullinfo/4/311190.html
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;108,9;2;11763000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;111,6;3;12374000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;111,7;4;12492000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;9;1;;Студия Н;112,8;2;12184000;Фрунзенская;
Адмиралтейский;Парфеновская ул.;11;1;;Студия Н;125,78;;17300000;Фрунзенская;https://www.emls.ru/fullinfo/4/311191.html
Адмиралтейский;Конногвардейский бул.;5;;;Студия Н;127;4;36663000;Адмиралтейская;
Адмиралтейский;Конногвардейский бул.;5;;;Студия Н;138,3;4;51100000;Адмиралтейская;
Адмиралтейский;Конногвардейский бул.;5;;;Студия Н;148,3;4;42808000;Адмиралтейская;
Адмиралтейский;Конногвардейский бул.;5;;;Студия Н;168,6;4;48663000;Адмиралтейская;
﻿Адмиралтейский;Конногвардейский бул.;5;;;Студия Н;170;;44802000;Адмиралтейская;https://www.emls.ru/fullinfo/4/706822453.html
Адмиралтейский;Конногвардейский бул.;5;;;Студия Н;170,4;3;44802000;Адмиралтейская;
Адмиралтейский;Конногвардейский бул.;5;;;Студия Н;177,9;5;56844000;Адмиралтейская;
Василеостровский;18-я линия В.О.;49;4;А;Студия Н;59,72;;11287000;Василеостровская;https://www.emls.ru/fullinfo/4/706821791.html
Василеостровский;Челюскина ул.;2;;;Студия Н;30;;4100000;Приморская;https://www.emls.ru/fullinfo/4/329166.html
Василеостровский;Челюскина ул.;2;;;Студия Н;30;;4120000;Приморская;https://www.emls.ru/fullinfo/4/332244.html
Василеостровский;Малый пр.;63/14;;;Студия Н;18,27;;4135000;Приморская;https://www.emls.ru/fullinfo/4/333730.html
Василеостровский;Александра Грина бул.;1;;;Студия Н;21,5;14;2704000;Приморская;
Василеостровский;Головнина бул.;10;;;Студия Н;22,61;;3400000;Приморская;https://www.emls.ru/fullinfo/4/333297.html
Василеостровский;Среднегаванский пр.;83;;А;Студия Н;23,3;;5650000;Василеостровская;https://www.emls.ru/fullinfo/4/318958.html
﻿Василеостровский;Головнина бул.;10;;;Студия Н;23,4;2;3276000;Приморская;
Василеостровский;Среднегаванский пр.;83;;А;Студия Н;24;;6430000;Василеостровская;https://www.emls.ru/fullinfo/4/333546.html
Василеостровский;Челюскина ул.;4;;;Студия Н;26,09;2;3248000;Приморская;
Василеостровский;26-я линия В.О.;7;;;Студия Н;27,07;;4580000;Василеостровская;https://www.emls.ru/fullinfo/4/329290.html
Василеостровский;26-я линия В.О.;7;;;Студия Н;28,31;;4576000;Василеостровская;https://www.emls.ru/fullinfo/4/706821467.html
Василеостровский;Челюскина ул.;2;;;Студия Н;28,51;2;4500000;Приморская;
Василеостровский;Головнина бул.;10;;;Студия Н;28,8;9;4108000;Приморская;
Василеостровский;Челюскина ул.;2;;;Студия Н;29,55;13;4199000;Приморская;
Василеостровский;Макарова наб.;60;;;Студия Н;29,6;;6599000;Приморская;https://www.emls.ru/fullinfo/4/333405.html
Василеостровский;Челюскина ул.;2;;;Студия Н;29,89;10;4550000;Приморская;
﻿Василеостровский;Челюскина ул.;2;;;Студия Н;30,08;3;4450000;Приморская;
Василеостровский;Челюскина ул.;2;;;Студия Н;30,47;3;3619000;Приморская;
Василеостровский;Челюскина ул.;2;;;Студия Н;30,55;17;5499000;Приморская;
Василеостровский;Челюскина ул.;2;;;Студия Н;31,05;10;4166000;Приморская;
Василеостровский;Челюскина ул.;4;;;Студия Н;32,19;;5100000;Приморская;https://www.emls.ru/fullinfo/4/706822781.html
Василеостровский;Головнина бул.;10;;;Студия Н;33,8;;4350000;Приморская;https://www.emls.ru/fullinfo/4/333519.html
Василеостровский;Челюскина ул.;2;;;Студия Н;34,44;5;4440000;Приморская;
Василеостровский;Головнина бул.;10;;;Студия Н;36,5;;4690000;Приморская;https://www.emls.ru/fullinfo/4/706821931.html
Василеостровский;Головнина бул.;12;1;;Студия Н;36,5;;4750000;Приморская;https://www.emls.ru/fullinfo/4/333254.html
Василеостровский;Челюскина ул.;2;;;Студия Н;37,08;2;5060000;Приморская;
﻿Василеостровский;Александра Грина бул.;1;;;Студия Н;37,2;13;3640000;Приморская;
Василеостровский;Александра Грина бул.;2;1;;Студия Н;37,4;;4550000;Приморская;https://www.emls.ru/fullinfo/4/330113.html
Василеостровский;Челюскина ул.;4;;;Студия Н;38,67;2;5572000;Приморская;
Василеостровский;Малый пр.;63/14;;;Студия Н;39;;6160000;Приморская;https://www.emls.ru/fullinfo/4/706820904.html
Василеостровский;26-я линия В.О.;7;;;Студия Н;39;;6800000;Василеостровская;https://www.emls.ru/fullinfo/4/330578.html
Василеостровский;Челюскина ул.;2;;;Студия Н;39,07;4;5500000;Приморская;
Василеостровский;Головнина бул.;10;;;Студия Н;39,35;9;5096000;Приморская;
Василеостровский;Челюскина ул.;4;;;Студия Н;39,48;6;5089000;Приморская;
Василеостровский;Челюскина ул.;2;;;Студия Н;39,69;10;6250000;Приморская;
Василеостровский;Головнина бул.;12;1;;Студия Н;39,7;;5150000;Приморская;https://www.emls.ru/fullinfo/4/323216.html
﻿Василеостровский;Челюскина ул.;2;;;Студия Н;39,7;;5850000;Приморская;https://www.emls.ru/fullinfo/4/330484.html
Василеостровский;Александра Грина бул.;1;;;Студия Н;40,1;17;5928000;Приморская;
Василеостровский;Александра Грина бул.;1;;;Студия Н;40,3;19;5402000;Приморская;
Василеостровский;Головнина бул.;10;;;Студия Н;40,5;;4980000;Приморская;https://www.emls.ru/fullinfo/4/332659.html
Василеостровский;Головнина бул.;10;;;Студия Н;41,12;6;5398000;Приморская;
Василеостровский;Уральская ул.;6;;;Студия Н;42,5;8;6424000;Василеостровская;
Василеостровский;26-я линия В.О.;7;;;Студия Н;43;;6790000;Василеостровская;https://www.emls.ru/fullinfo/4/330577.html
Василеостровский;Челюскина ул.;4;;;Студия Н;44,82;16;7474000;Приморская;
Василеостровский;Челюскина ул.;4;;;Студия Н;45,66;14;7382000;Приморская;
Василеостровский;Малый пр.;63/14;;;Студия Н;46,19;5;7468000;Приморская;
﻿Василеостровский;Челюскина ул.;4;;;Студия Н;48,76;4;7455000;Приморская;
Василеостровский;Уральская ул.;6;;;Студия Н;48,9;7;7353000;Василеостровская;
Василеостровский;Александра Грина бул.;1;;;Студия Н;49;;5200000;Приморская;https://www.emls.ru/fullinfo/4/329726.html
Василеостровский;Смоленки реки наб.;3;1;;Студия Н;49;;7353000;Василеостровская;https://www.emls.ru/fullinfo/4/706822949.html
Василеостровский;Уральская ул.;6;;;Студия Н;49,1;2;6999000;Василеостровская;
Василеостровский;Уральская ул.;6;;;Студия Н;51;;7228000;Василеостровская;https://www.emls.ru/fullinfo/4/706822951.html
Василеостровский;Уральская ул.;6;;;Студия Н;51,5;9;7267000;Василеостровская;
Василеостровский;Уральская ул.;6;;;Студия Н;51,7;2;6825000;Василеостровская;
Василеостровский;Уральская ул.;6;;;Студия Н;52,2;2;7241000;Василеостровская;
Василеостровский;Челюскина ул.;2;;;Студия Н;52,87;5;6443000;Приморская;
﻿Василеостровский;Челюскина ул.;4;;;Студия Н;53,35;3;6431000;Приморская;
Василеостровский;Уральская ул.;6;;;Студия Н;53,4;6;7765000;Василеостровская;
Василеостровский;Малый пр.;63/14;;;Студия Н;53,4;6;9033000;Приморская;
Василеостровский;Уральская ул.;6;;;Студия Н;53,5;;7246000;Василеостровская;https://www.emls.ru/fullinfo/4/706823406.html
Василеостровский;Уральская ул.;6;;;Студия Н;53,6;2;7486000;Василеостровская;
Василеостровский;Уральская ул.;6;;;Студия Н;53,8;7;7643000;Василеостровская;
Василеостровский;Смоленки реки наб.;3;1;;Студия Н;54;;7165000;Василеостровская;https://www.emls.ru/fullinfo/4/706822945.html
Василеостровский;Уральская ул.;6;;;Студия Н;54,1;2;7246000;Василеостровская;
Василеостровский;Уральская ул.;6;;;Студия Н;54,9;3;7090000;Василеостровская;
Василеостровский;Уральская ул.;6;;;Студия Н;55;;7274000;Василеостровская;https://www.emls.ru/fullinfo/4/706822947.html
﻿Василеостровский;Челюскина ул.;4;;;Студия Н;55,05;12;8962000;Приморская;
Василеостровский;Челюскина ул.;2;;;Студия Н;55,55;5;6550000;Приморская;
Василеостровский;Челюскина ул.;4;;;Студия Н;55,77;10;8797000;Приморская;
Василеостровский;Малый пр.;63/14;;;Студия Н;55,78;1;7910000;Приморская;
Василеостровский;Уральская ул.;6;;;Студия Н;56;;7875000;Василеостровская;https://www.emls.ru/fullinfo/4/706822946.html
Василеостровский;Уральская ул.;6;;;Студия Н;56,1;8;8265000;Василеостровская;
Василеостровский;Головнина бул.;10;;;Студия Н;56,2;2;7280000;Приморская;
Василеостровский;Наличная ул.;26;3;;Студия Н;56,2;;8500000;Приморская;https://www.emls.ru/fullinfo/4/321729.html
Василеостровский;Челюскина ул.;4;;;Студия Н;56,82;6;6700000;Приморская;
Василеостровский;Челюскина ул.;4;;;Студия Н;56,82;3;7950000;Приморская;
﻿Василеостровский;Челюскина ул.;4;;;Студия Н;57,08;5;7986000;Приморская;
Василеостровский;Челюскина ул.;4;;;Студия Н;57,2;5;6745000;Приморская;
Василеостровский;Челюскина ул.;4;;;Студия Н;57,2;6;8179000;Приморская;
Василеостровский;Челюскина ул.;4;;;Студия Н;57,26;13;7810000;Приморская;
Василеостровский;Челюскина ул.;4;;;Студия Н;57,48;16;9724000;Приморская;
Василеостровский;Малый пр.;63/14;;;Студия Н;57,57;5;9559000;Приморская;
Василеостровский;Челюскина ул.;4;;;Студия Н;58,16;11;7933000;Приморская;
Василеостровский;Челюскина ул.;4;;;Студия Н;58,16;12;9647000;Приморская;
Василеостровский;Челюскина ул.;2;;;Студия Н;58,18;6;7167000;Приморская;
Василеостровский;Челюскина ул.;4;;;Студия Н;58,46;6;8154000;Приморская;
﻿Василеостровский;Челюскина ул.;4;;;Студия Н;58,79;6;8329000;Приморская;
Василеостровский;Челюскина ул.;2;;;Студия Н;58,83;8;7351000;Приморская;
Василеостровский;Челюскина ул.;4;;;Студия Н;58,88;10;9469000;Приморская;
Василеостровский;Челюскина ул.;4;;;Студия Н;59,06;12;9498000;Приморская;
Василеостровский;26-я линия В.О.;7;;;Студия Н;59,44;;9900000;Василеостровская;https://www.emls.ru/fullinfo/4/329521.html
Василеостровский;Челюскина ул.;2;;;Студия Н;61,09;3;8104000;Приморская;
Василеостровский;Челюскина ул.;2;;;Студия Н;61,45;1;6948000;Приморская;
Василеостровский;Челюскина ул.;2;;;Студия Н;61,67;5;6892000;Приморская;
Василеостровский;Челюскина ул.;4;;;Студия Н;64,57;3;8622000;Приморская;
Василеостровский;Уральская ул.;6;;;Студия Н;65,1;5;9560000;Василеостровская;
﻿Василеостровский;Челюскина ул.;4;;;Студия Н;67,17;2;7713000;Приморская;
Василеостровский;Уральская ул.;6;;;Студия Н;67,7;7;10411000;Василеостровская;
Василеостровский;Наличная ул.;24;1;;Студия Н;68,3;;11204000;Приморская;https://www.emls.ru/fullinfo/4/331215.html
Василеостровский;Наличная ул.;24;1;;Студия Н;68,6;;11357000;Приморская;https://www.emls.ru/fullinfo/4/331217.html
Василеостровский;Челюскина ул.;4;;;Студия Н;68,89;6;8093000;Приморская;
Василеостровский;Челюскина ул.;2;;;Студия Н;69,29;4;7835000;Приморская;
Василеостровский;26-я линия В.О.;7;;;Студия Н;69,71;;10750000;Василеостровская;https://www.emls.ru/fullinfo/4/332626.html
Василеостровский;26-я линия В.О.;7;;;Студия Н;69,71;;10920000;Василеостровская;https://www.emls.ru/fullinfo/4/332245.html
Василеостровский;Уральская ул.;6;;;Студия Н;75,4;;10754000;Василеостровская;https://www.emls.ru/fullinfo/4/706821225.html
Василеостровский;Уральская ул.;6;;;Студия Н;75,9;8;11182000;Василеостровская;
﻿Василеостровский;Уральская ул.;6;;;Студия Н;76,4;2;10598000;Василеостровская;
Василеостровский;Уральская ул.;6;;;Студия Н;79;7;9777000;Василеостровская;
Василеостровский;Челюскина ул.;2;;;Студия Н;79,31;11;10503000;Приморская;
Василеостровский;Челюскина ул.;2;;;Студия Н;79,65;1;8516000;Приморская;
Василеостровский;Головнина бул.;12;1;;Студия Н;80,6;0;9048000;Приморская;
Василеостровский;Челюскина ул.;2;;;Студия Н;80,65;6;8942000;Приморская;
Василеостровский;Челюскина ул.;2;;;Студия Н;80,65;2;10255000;Приморская;
Василеостровский;Уральская ул.;6;;;Студия Н;81,2;9;11458000;Василеостровская;
Василеостровский;Уральская ул.;6;;;Студия Н;81,8;2;10799000;Василеостровская;
Василеостровский;26-я линия В.О.;7;;;Студия Н;82,3;;14999000;Василеостровская;https://www.emls.ru/fullinfo/4/333684.html
﻿Василеостровский;Челюскина ул.;2;;;Студия Н;82,35;17;14823000;Приморская;
Василеостровский;Уральская ул.;6;;;Студия Н;82,4;2;9950000;Василеостровская;
Василеостровский;Челюскина ул.;2;;;Студия Н;82,56;13;12859000;Приморская;
Василеостровский;Челюскина ул.;2;;;Студия Н;83,25;6;10586000;Приморская;
Василеостровский;Челюскина ул.;2;;;Студия Н;83,46;7;14946000;Приморская;
Василеостровский;Уральская ул.;6;;;Студия Н;83,5;8;10944000;Василеостровская;
Василеостровский;Челюскина ул.;2;;;Студия Н;83,7;7;12797000;Приморская;
Василеостровский;Уральская ул.;6;;;Студия Н;83,9;9;11759000;Василеостровская;
Василеостровский;Уральская ул.;6;;;Студия Н;83,9;;10403000;Василеостровская;https://www.emls.ru/fullinfo/4/706823396.html
Василеостровский;Уральская ул.;6;;;Студия Н;84;;11009000;Василеостровская;https://www.emls.ru/fullinfo/4/706822944.html
﻿Василеостровский;Уральская ул.;6;;;Студия Н;84;;11157000;Василеостровская;https://www.emls.ru/fullinfo/4/706822977.html
Василеостровский;Уральская ул.;6;;;Студия Н;84;;11651000;Василеостровская;https://www.emls.ru/fullinfo/4/706822978.html
Василеостровский;Уральская ул.;6;;;Студия Н;85,8;5;11040000;Василеостровская;
Василеостровский;Уральская ул.;6;;;Студия Н;86;;10282000;Василеостровская;https://www.emls.ru/fullinfo/4/706822976.html
Василеостровский;24-я линия В.О.;29;;;Студия Н;87,1;;11357000;Василеостровская;https://www.emls.ru/fullinfo/4/706805659.html
Василеостровский;Челюскина ул.;4;;;Студия Н;87,68;9;14062000;Приморская;
Василеостровский;Челюскина ул.;2;;;Студия Н;91,3;6;12834000;Приморская;
Василеостровский;Уральская ул.;6;;;Студия Н;93,9;2;11226000;Василеостровская;
Василеостровский;Челюскина ул.;2;;;Студия Н;98,48;4;14515000;Приморская;
Василеостровский;Уральская ул.;6;;;Студия Н;98,7;;11854000;Василеостровская;https://www.emls.ru/fullinfo/4/706823404.html
﻿Василеостровский;Уральская ул.;6;;;Студия Н;99;;12928000;Василеостровская;https://www.emls.ru/fullinfo/4/706822178.html
Василеостровский;Уральская ул.;6;;;Студия Н;99,1;10;14316000;Василеостровская;
Василеостровский;Уральская ул.;6;;;Студия Н;99,2;9;13524000;Василеостровская;
Василеостровский;Уральская ул.;6;;;Студия Н;99,9;2;11854000;Василеостровская;
Василеостровский;Уральская ул.;6;;;Студия Н;101;7;13769000;Василеостровская;
Василеостровский;Малый пр.;63/14;;;Студия Н;103,67;1;15530000;Приморская;
Василеостровский;Уральская ул.;6;;;Студия Н;103,7;;12400000;Василеостровская;https://www.emls.ru/fullinfo/4/706821224.html
Василеостровский;Уральская ул.;6;;;Студия Н;103,7;;14092000;Василеостровская;https://www.emls.ru/fullinfo/4/706823407.html
Василеостровский;Уральская ул.;6;;;Студия Н;104,1;9;14192000;Василеостровская;
Василеостровский;Уральская ул.;6;;;Студия Н;104,9;2;12447000;Василеостровская;
﻿Василеостровский;Малый пр.;63/14;;;Студия Н;105,51;10;18873000;Приморская;
Василеостровский;Уральская ул.;6;;;Студия Н;109,8;10;15336000;Василеостровская;
Василеостровский;Уральская ул.;6;;;Студия Н;110,9;2;13258000;Василеостровская;
Василеостровский;Уральская ул.;6;;;Студия Н;111;;12390000;Василеостровская;https://www.emls.ru/fullinfo/4/706822975.html
Василеостровский;Уральская ул.;6;;;Студия Н;111,1;2;12390000;Василеостровская;
Василеостровский;Наличная ул.;26;3;;Студия Н;111,4;;16830000;Приморская;https://www.emls.ru/fullinfo/4/321730.html
Василеостровский;Уральская ул.;6;;;Студия Н;115,8;10;15094000;Василеостровская;
Василеостровский;Уральская ул.;6;;;Студия Н;117;9;16062000;Василеостровская;
Василеостровский;Уральская ул.;6;;;Студия Н;117;;15236000;Василеостровская;https://www.emls.ru/fullinfo/4/706822973.html
Василеостровский;Уральская ул.;6;;;Студия Н;117;;15417000;Василеостровская;https://www.emls.ru/fullinfo/4/706822974.html
﻿Василеостровский;Уральская ул.;6;;;Студия Н;117;;16046000;Василеостровская;https://www.emls.ru/fullinfo/4/706822950.html
Василеостровский;Александра Грина бул.;2;1;;Студия Н;119,94;5;11034000;Приморская;
Василеостровский;Смоленки реки наб.;3;2;;Студия Н;120,4;10;16913000;Василеостровская;
Василеостровский;Александра Грина бул.;2;1;;Студия Н;121,1;4;12110000;Приморская;
Василеостровский;Уральская ул.;6;;;Студия Н;127,6;2;14572000;Василеостровская;
Василеостровский;Уральская ул.;6;;;Студия Н;133,8;;16047000;Василеостровская;https://www.emls.ru/fullinfo/4/706823400.html
Василеостровский;Уральская ул.;6;;;Студия Н;134,9;9;16948000;Василеостровская;
Василеостровский;Уральская ул.;6;;;Студия Н;138,9;4;15737000;Василеостровская;
Василеостровский;Наличная ул.;24;1;;Студия Н;143,1;;23899000;Приморская;https://www.emls.ru/fullinfo/4/331219.html
Василеостровский;Наличная ул.;24;1;;Студия Н;143,5;;23752000;Приморская;https://www.emls.ru/fullinfo/4/331216.html
﻿Василеостровский;Уральская ул.;2;;;Студия Н;145;7;17718000;Василеостровская;
Василеостровский;Наличная ул.;24;1;;Студия Н;145,5;;23864000;Приморская;https://www.emls.ru/fullinfo/4/331214.html
Василеостровский;Смоленки реки наб.;3;1;;Студия Н;166,6;10;28177000;Василеостровская;
Василеостровский;18-я линия В.О.;45;1;;Студия Н;169;;64486000;Василеостровская;https://www.emls.ru/fullinfo/4/706822957.html
