Район;Улица;Номер;Корпус;Литер;Кол-во комнат;Площадь;Этаж;Цена;Метро;Откуда взято
﻿Калининский;Металлистов пр.;117;;;Студия;24,7;2;2585000;Лесная;https://www.emls.ru/fullinfo/1/1442696.html
Калининский;Кондратьевский пр.;58;;;Студия;25;2;2600000;Лесная;https://www.emls.ru/fullinfo/1/1465022.html
Калининский;Металлистов пр.;117;;;Студия;25,17;4;2660000;Лесная;https://www.emls.ru/fullinfo/1/1458366.html
Калининский;Металлистов пр.;117;;;Студия;24,8;2;2660000;Лесная;https://www.emls.ru/fullinfo/1/1440499.html
Калининский;Кондратьевский пр.;58;;;Студия;27;16;2700000;Лесная;https://www.emls.ru/fullinfo/1/1465251.html
Калининский;Металлистов пр.;117;;;Студия;26;14;2700000;Лесная;https://www.emls.ru/fullinfo/1/1462626.html
Калининский;Металлистов пр.;117;;;Студия;24,8;9;2700000;Лесная;https://www.emls.ru/fullinfo/1/1441312.html
Калининский;Металлистов пр.;117;;;Студия;24,04;13;2700000;Лесная;https://www.emls.ru/fullinfo/1/1458373.html
Калининский;Металлистов пр.;117;;;Студия;25;9;2715000;Лесная;https://www.emls.ru/fullinfo/1/706569948.html
Калининский;Металлистов пр.;117;;;Студия;25,2;1;2732000;Лесная;https://www.emls.ru/fullinfo/1/1442968.html
﻿Калининский;Металлистов пр.;117;;;Студия;25,53;4;2745000;Лесная;https://www.emls.ru/fullinfo/1/1451926.html
Калининский;Металлистов пр.;117;;;Студия;25,08;2;2753000;Лесная;https://www.emls.ru/fullinfo/1/1466900.html
Калининский;Металлистов пр.;117;;;Студия;27,01;6;2779000;Лесная;https://www.emls.ru/fullinfo/1/1451934.html
Калининский;Металлистов пр.;117;;;Студия;26,1;16;2780000;Лесная;https://www.emls.ru/fullinfo/1/1451948.html
Калининский;Металлистов пр.;117;;;Студия;24,7;4;2780000;Лесная;https://www.emls.ru/fullinfo/1/1469832.html
Калининский;Металлистов пр.;117;;;Студия;26,07;4;2788000;Лесная;https://www.emls.ru/fullinfo/1/1451963.html
Калининский;Металлистов пр.;117;1;;Студия;26;6;2803000;Лесная;https://www.emls.ru/fullinfo/1/1438120.html
Калининский;Металлистов пр.;117;;;Студия;25,3;3;2821000;Лесная;https://www.emls.ru/fullinfo/1/1469846.html
Калининский;Кондратьевский пр.;58;;;Студия;25,3;3;2821000;Лесная;https://www.emls.ru/fullinfo/1/706569892.html
Калининский;Металлистов пр.;117;;;Студия;25,17;3;2821000;Лесная;https://www.emls.ru/fullinfo/1/1442976.html
﻿Калининский;Металлистов пр.;117;;;Студия;25,53;5;2860000;Лесная;https://www.emls.ru/fullinfo/1/1440613.html
Калининский;Металлистов пр.;117;;;Студия;26,87;16;2862000;Лесная;https://www.emls.ru/fullinfo/1/1470577.html
Калининский;Металлистов пр.;117;;;Студия;26;16;2862000;Лесная;https://www.emls.ru/fullinfo/1/1469855.html
Калининский;Металлистов пр.;117;;;Студия;25,5;9;2870000;Лесная;https://www.emls.ru/fullinfo/1/1440927.html
Калининский;Металлистов пр.;117;;;Студия;25,3;12;2872000;Лесная;https://www.emls.ru/fullinfo/1/1469868.html
Калининский;Металлистов пр.;117;;;Студия;25,5;8;2900000;Лесная;https://www.emls.ru/fullinfo/1/1441320.html
Калининский;Металлистов пр.;117;;;Студия;25,7;14;2937000;Лесная;https://www.emls.ru/fullinfo/1/1469884.html
Калининский;Кондратьевский пр.;68;4;;Студия;25;9;2968000;Лесная;https://www.emls.ru/fullinfo/1/706570661.html
Калининский;Маршала Блюхера пр.;7;1;;Студия;24;3;2990000;Лесная;https://www.emls.ru/fullinfo/1/1428737.html
Калининский;Кондратьевский пр.;68;4;;Студия;24,9;10;2999000;Лесная;https://www.emls.ru/fullinfo/4/327401.html
﻿Калининский;Кондратьевский пр.;68;4;;Студия;24,9;10;3000000;Лесная;https://www.emls.ru/fullinfo/1/706570671.html
Калининский;Кондратьевский пр.;68;4;;Студия;24,2;22;3000000;Лесная;https://www.emls.ru/fullinfo/1/706561604.html
Калининский;Металлистов пр.;117;;;Студия;25,6;11;3023000;Лесная;https://www.emls.ru/fullinfo/1/706570444.html
Калининский;Металлистов пр.;117;;;Студия;26,8;13;3046000;Лесная;https://www.emls.ru/fullinfo/1/1469985.html
Калининский;Кондратьевский пр.;68;;м;Студия;26;10;3050000;Академическая;https://www.emls.ru/fullinfo/1/706569113.html
Калининский;Кондратьевский пр.;68;4;;Студия;24,6;9;3050000;Лесная;https://www.emls.ru/fullinfo/1/706562884.html
Калининский;Кондратьевский пр.;68;4;;Студия;24,5;21;3060000;Лесная;https://www.emls.ru/fullinfo/1/706561596.html
Калининский;Кондратьевский пр.;68;4;;Студия;24,2;23;3080000;Лесная;https://www.emls.ru/fullinfo/1/1463774.html
Калининский;Кондратьевский пр.;68;4;;Студия;25;9;3085000;Лесная;https://www.emls.ru/fullinfo/1/706561582.html
Калининский;Кондратьевский пр.;68;4;;Студия;25;9;3100000;Лесная;https://www.emls.ru/fullinfo/1/1440696.html
﻿Калининский;Кондратьевский пр.;68;4;;Студия;25;10;3100000;Лесная;https://www.emls.ru/fullinfo/1/1442898.html
Калининский;Кондратьевский пр.;68;4;;Студия;25;21;3100000;Лесная;https://www.emls.ru/fullinfo/4/333743.html
Калининский;Кондратьевский пр.;68;4;;Студия;26,2;11;3140000;Лесная;https://www.emls.ru/fullinfo/1/706570669.html
Калининский;Металлистов пр.;117;;;Студия;28,43;13;3150000;Лесная;https://www.emls.ru/fullinfo/1/1458376.html
Калининский;Кондратьевский пр.;68;4;;Студия;26,3;3;3150000;Лесная;https://www.emls.ru/fullinfo/1/1468426.html
Калининский;Кондратьевский пр.;68;4;;Студия;25,4;12;3150000;Лесная;https://www.emls.ru/fullinfo/1/706561584.html
Калининский;Кондратьевский пр.;68;4;;Студия;25;12;3150000;Лесная;https://www.emls.ru/fullinfo/1/706567115.html
Калининский;Кондратьевский пр.;68;4;;Студия;24,2;15;3150000;Лесная;https://www.emls.ru/fullinfo/4/330808.html
Калининский;Кондратьевский пр.;68;4;;Студия;24,9;10;3155000;Лесная;https://www.emls.ru/fullinfo/1/706570177.html
Калининский;Кондратьевский пр.;68;4;;Студия;26,4;8;3160000;Лесная;https://www.emls.ru/fullinfo/1/706570670.html
﻿Калининский;Кондратьевский пр.;68;4;;Студия;24,2;16;3160000;Лесная;https://www.emls.ru/fullinfo/1/706561592.html
Калининский;Кондратьевский пр.;68;4;;Студия;26,6;17;3170000;Лесная;https://www.emls.ru/fullinfo/1/1438777.html
Калининский;Кондратьевский пр.;68;4;;Студия;27,3;11;3180000;Лесная;https://www.emls.ru/fullinfo/1/706570645.html
Калининский;Кондратьевский пр.;68;4;;Студия;25,9;18;3180000;Лесная;https://www.emls.ru/fullinfo/1/706570683.html
Калининский;Кондратьевский пр.;68;4;;Студия;25;9;3180000;Лесная;https://www.emls.ru/fullinfo/1/706570686.html
Калининский;Кондратьевский пр.;68;4;;Студия;25,8;5;3190000;Лесная;https://www.emls.ru/fullinfo/1/1464952.html
Калининский;Металлистов пр.;117;;;Студия;29,72;11;3195000;Лесная;https://www.emls.ru/fullinfo/1/1451969.html
Калининский;Кондратьевский пр.;68;4;;Студия;25,4;3;3195000;Лесная;https://www.emls.ru/fullinfo/1/706561612.html
Калининский;Кондратьевский пр.;68;4;;Студия;24,3;10;3195000;Лесная;https://www.emls.ru/fullinfo/1/1462178.html
Калининский;Кондратьевский пр.;68;4;;Студия;28,5;12;3200000;Лесная;https://www.emls.ru/fullinfo/1/1467839.html
﻿Калининский;Кондратьевский пр.;70;1;;Студия;28,1;16;3200000;Выборгская;https://www.emls.ru/fullinfo/1/1390046.html
Калининский;Кондратьевский пр.;68;4;;Студия;26;7;3200000;Лесная;https://www.emls.ru/fullinfo/1/706570654.html
Калининский;Кондратьевский пр.;68;4;;Студия;25,8;4;3200000;Лесная;https://www.emls.ru/fullinfo/4/706821372.html
Калининский;Кондратьевский пр.;68;4;;Студия;25,5;9;3200000;Лесная;https://www.emls.ru/fullinfo/1/1468896.html
Калининский;Кондратьевский пр.;68;4;;Студия;25,3;4;3200000;Лесная;https://www.emls.ru/fullinfo/1/1443004.html
Калининский;Кондратьевский пр.;68;3;;Студия;25;16;3200000;Площадь Ленина;https://www.emls.ru/fullinfo/1/706561345.html
Калининский;Кондратьевский пр.;68;4;;Студия;25;19;3200000;Лесная;https://www.emls.ru/fullinfo/1/706566317.html
Калининский;Кондратьевский пр.;68;4;;Студия;25;24;3200000;Лесная;https://www.emls.ru/fullinfo/1/706560843.html
Калининский;Кондратьевский пр.;68;4;;Студия;24;11;3200000;Лесная;https://www.emls.ru/fullinfo/1/706570644.html
Калининский;Металлистов пр.;117;;;Студия;30,98;13;3215000;Лесная;https://www.emls.ru/fullinfo/1/1451974.html
﻿Калининский;Металлистов пр.;117;;;Студия;28,81;13;3215000;Лесная;https://www.emls.ru/fullinfo/1/1458429.html
Калининский;Кондратьевский пр.;68;4;;Студия;24,3;10;3215000;Лесная;https://www.emls.ru/fullinfo/1/706561589.html
Калининский;Кондратьевский пр.;68;4;;Студия;24,3;3;3220000;Лесная;https://www.emls.ru/fullinfo/1/1465806.html
Калининский;Металлистов пр.;117;;;Студия;28,5;13;3223000;Лесная;https://www.emls.ru/fullinfo/1/1469998.html
Калининский;Кондратьевский пр.;68;4;;Студия;24,1;14;3230000;Лесная;https://www.emls.ru/fullinfo/1/706570666.html
Калининский;Металлистов пр.;117;;;Студия;28,3;7;3232000;Лесная;https://www.emls.ru/fullinfo/1/1440653.html
Калининский;Кондратьевский пр.;68;4;;Студия;24,8;6;3245000;Лесная;https://www.emls.ru/fullinfo/1/1464177.html
Калининский;Металлистов пр.;117;;;Студия;30,98;15;3249000;Лесная;https://www.emls.ru/fullinfo/1/1466903.html
Калининский;Маршала Блюхера пр.;7;;;Студия;25,3;8;3250000;Лесная;https://www.emls.ru/fullinfo/1/1442365.html
Калининский;Кондратьевский пр.;68;4;;Студия;24,9;14;3250000;Лесная;https://www.emls.ru/fullinfo/4/331445.html
﻿Калининский;Кондратьевский пр.;68;4;;Студия;24,7;12;3250000;Лесная;https://www.emls.ru/fullinfo/1/1463384.html
Калининский;Кондратьевский пр.;70;1;;Студия;24,3;12;3250000;Выборгская;https://www.emls.ru/fullinfo/1/706567394.html
Калининский;Кондратьевский пр.;68;4;;Студия;24,2;24;3250000;Лесная;https://www.emls.ru/fullinfo/4/326297.html
Калининский;Кондратьевский пр.;68;4;;Студия;25,9;18;3260000;Лесная;https://www.emls.ru/fullinfo/1/706570677.html
Калининский;Кондратьевский пр.;68;4;;Студия;25,9;22;3270000;Лесная;https://www.emls.ru/fullinfo/1/706570665.html
Калининский;Металлистов пр.;117;;;Студия;27,7;12;3282000;Лесная;https://www.emls.ru/fullinfo/1/706570442.html
Калининский;Маршала Блюхера пр.;7;3;;Студия;27;3;3285000;Лесная;https://www.emls.ru/fullinfo/1/706566240.html
Калининский;Кондратьевский пр.;68;4;;Студия;24,3;12;3290000;Лесная;https://www.emls.ru/fullinfo/1/1465807.html
Калининский;Кондратьевский пр.;68;4;;Студия;24,6;11;3295000;Лесная;https://www.emls.ru/fullinfo/1/1448111.html
Калининский;Кондратьевский пр.;68;4;;Студия;25,8;9;3300000;Лесная;https://www.emls.ru/fullinfo/1/1443302.html
﻿Калининский;Кондратьевский пр.;68;4;;Студия;25,8;12;3300000;Лесная;https://www.emls.ru/fullinfo/4/330814.html
Калининский;Кондратьевский пр.;68;4;;Студия;25;19;3300000;Лесная;https://www.emls.ru/fullinfo/1/706570676.html
Калининский;Маршала Блюхера пр.;7;1;;Студия;22,7;13;3300000;Лесная;https://www.emls.ru/fullinfo/1/1471147.html
Калининский;Металлистов пр.;117;;;Студия;29;8;3310000;Лесная;https://www.emls.ru/fullinfo/1/1440933.html
Калининский;Кондратьевский пр.;68;4;;Студия;25,9;3;3315000;Лесная;https://www.emls.ru/fullinfo/1/1464179.html
Калининский;Кондратьевский пр.;68;4;;Студия;24,7;18;3315000;Лесная;https://www.emls.ru/fullinfo/1/706561615.html
Калининский;Кондратьевский пр.;68;4;;Студия;28,5;16;3320000;Лесная;https://www.emls.ru/fullinfo/1/1462628.html
Калининский;Кондратьевский пр.;68;4;;Студия;25,9;18;3320000;Лесная;https://www.emls.ru/fullinfo/1/706570183.html
Калининский;Кондратьевский пр.;64/8;;;Студия;28;8;3349000;Площадь Мужества;https://www.emls.ru/fullinfo/1/1399513.html
Калининский;Металлистов пр.;117;;;Студия;30,96;3;3350000;Лесная;https://www.emls.ru/fullinfo/4/332656.html
﻿Калининский;Кондратьевский пр.;68;4;;Студия;28,9;6;3350000;Лесная;https://www.emls.ru/fullinfo/1/706560845.html
Калининский;Кондратьевский пр.;64/8;;;Студия;27,6;8;3350000;Площадь Мужества;https://www.emls.ru/fullinfo/1/1399972.html
Калининский;Кондратьевский пр.;68;3;;Студия;24;7;3350000;Площадь Ленина;https://www.emls.ru/fullinfo/1/706563424.html
Калининский;Кондратьевский пр.;8;4;;Студия;28,1;3;3355000;Лесная;https://www.emls.ru/fullinfo/1/1469531.html
Калининский;Кондратьевский пр.;68;4;;Студия;24,3;3;3355000;Лесная;https://www.emls.ru/fullinfo/1/1462448.html
Калининский;Металлистов пр.;117;;;Студия;31,34;8;3360000;Лесная;https://www.emls.ru/fullinfo/1/1451979.html
Калининский;Металлистов пр.;117;;;Студия;30,42;7;3360000;Лесная;https://www.emls.ru/fullinfo/1/1458441.html
Калининский;Кондратьевский пр.;68;4;;Студия;26;9;3365000;Лесная;https://www.emls.ru/fullinfo/1/706570679.html
Калининский;Кондратьевский пр.;68;4;;Студия;25;13;3365000;Лесная;https://www.emls.ru/fullinfo/1/706570678.html
Калининский;Кондратьевский пр.;68;4;;Студия;28,4;17;3380000;Лесная;https://www.emls.ru/fullinfo/1/706570640.html
﻿Калининский;Маршала Блюхера пр.;7;3;;Студия;27;3;3382000;Лесная;https://www.emls.ru/fullinfo/1/706560813.html
Калининский;Кондратьевский пр.;68;4;;Студия;27;4;3390000;Лесная;https://www.emls.ru/fullinfo/1/1442933.html
Калининский;Кондратьевский пр.;68;4;;Студия;27;6;3400000;Лесная;https://www.emls.ru/fullinfo/1/706570684.html
Калининский;Кондратьевский пр.;68;4;;Студия;26;21;3400000;Лесная;https://www.emls.ru/fullinfo/1/706570643.html
Калининский;Кондратьевский пр.;68;;;Студия;24,8;24;3400000;Площадь Ленина;https://www.emls.ru/fullinfo/1/706569667.html
Калининский;Кондратьевский пр.;64/9;;;Студия;23,9;5;3400000;Лесная;https://www.emls.ru/fullinfo/1/706559243.html
Калининский;Кондратьевский пр.;68;4;;Студия;23,8;19;3420000;Лесная;https://www.emls.ru/fullinfo/1/706561585.html
Калининский;Металлистов пр.;117;;;Студия;31,44;15;3430000;Лесная;https://www.emls.ru/fullinfo/1/1458379.html
Калининский;Кондратьевский пр.;64/8;;;Студия;27,6;8;3433000;Площадь Мужества;https://www.emls.ru/fullinfo/1/706562407.html
Калининский;Кондратьевский пр.;64/8;;;Студия;27;21;3433000;Площадь Мужества;https://www.emls.ru/fullinfo/1/706568051.html
﻿Калининский;Кондратьевский пр.;70;1;;Студия;21;6;3433000;Выборгская;https://www.emls.ru/fullinfo/1/706556976.html
Калининский;Металлистов пр.;117;;;Студия;32,25;9;3450000;Лесная;https://www.emls.ru/fullinfo/1/1451984.html
Калининский;Металлистов пр.;117;;;Студия;31,22;9;3450000;Лесная;https://www.emls.ru/fullinfo/1/1458445.html
Калининский;Кондратьевский пр.;70;1;;Студия;28;7;3450000;Выборгская;https://www.emls.ru/fullinfo/1/706565020.html
Калининский;Кондратьевский пр.;64/8;;;Студия;27,6;8;3450000;Площадь Мужества;https://www.emls.ru/fullinfo/1/1469295.html
Калининский;Кондратьевский пр.;68;4;;Студия;34;14;3500000;Лесная;https://www.emls.ru/fullinfo/1/1467788.html
Калининский;Металлистов пр.;117;;;Студия;32;4;3500000;Лесная;https://www.emls.ru/fullinfo/1/1440937.html
Калининский;Маршала Блюхера пр.;9;1;;Студия;31,7;16;3500000;Лесная;https://www.emls.ru/fullinfo/1/1465544.html
Калининский;Маршала Блюхера пр.;7;3;;Студия;27,1;8;3500000;Лесная;https://www.emls.ru/fullinfo/1/1463559.html
Калининский;Маршала Блюхера пр.;12/72;;;Студия;24,7;8;3500000;Лесная;https://www.emls.ru/fullinfo/1/706570485.html
﻿Калининский;Маршала Блюхера пр.;12;;;Студия;24,7;8;3500000;Лесная;https://www.emls.ru/fullinfo/4/333873.html
Калининский;Кондратьевский пр.;64/9;;;Студия;24,52;15;3500000;Лесная;https://www.emls.ru/fullinfo/1/706562155.html
Калининский;Металлистов пр.;117;;;Студия;31,3;12;3509000;Лесная;https://www.emls.ru/fullinfo/1/1470024.html
Калининский;Маршала Блюхера пр.;7;3;;Студия;26,7;3;3525000;Лесная;https://www.emls.ru/fullinfo/1/706551170.html
Калининский;Учительская ул.;19;3;;Студия;24,5;12;3550000;;https://www.emls.ru/fullinfo/1/1450472.html
Калининский;Маршала Блюхера пр.;9;3;;Студия;27;9;3560000;Лесная;https://www.emls.ru/fullinfo/1/1458528.html
Калининский;Металлистов пр.;117;;;Студия;32,2;15;3565000;Лесная;https://www.emls.ru/fullinfo/1/1441296.html
Калининский;Богословская ул.;4;3;;Студия;31;3;3599000;Лесная;https://www.emls.ru/fullinfo/1/1462120.html
Калининский;Маршала Блюхера пр.;12;3;;Студия;31;4;3600000;Лесная;https://www.emls.ru/fullinfo/1/1462361.html
Калининский;Просвещения пр.;87;1;;Студия;27;5;3600000;;https://www.emls.ru/fullinfo/1/1262557.html
﻿Калининский;Кондратьевский пр.;68;4;М;Студия;26,8;22;3600000;Лесная;https://www.emls.ru/fullinfo/4/307595.html
Калининский;Маршала Блюхера пр.;9;3;;Студия;24;5;3600000;Лесная;https://www.emls.ru/fullinfo/1/1344596.html
Калининский;Кондратьевский пр.;64/9;;;Студия;23,6;14;3600000;Лесная;https://www.emls.ru/fullinfo/1/1254695.html
Калининский;Металлистов пр.;117;;;Студия;32;6;3609000;Лесная;https://www.emls.ru/fullinfo/1/1440686.html
Калининский;Маршала Блюхера пр.;12/72;;;Студия;24,61;5;3625000;Лесная;https://www.emls.ru/fullinfo/1/706562359.html
Калининский;Металлистов пр.;117;;;Студия;32,24;6;3626000;Лесная;https://www.emls.ru/fullinfo/1/1470585.html
Калининский;Богословская ул.;4;3;;Студия;31;3;3650000;Лесная;https://www.emls.ru/fullinfo/1/706569300.html
Калининский;Маршала Блюхера пр.;7;1;;Студия;30,89;9;3650000;Лесная;https://www.emls.ru/fullinfo/1/706570529.html
Калининский;Богословская ул.;6;2;;Студия;29,79;5;3675000;Лесная;https://www.emls.ru/fullinfo/1/706561616.html
Калининский;Богословская ул.;4;3;;Студия;32;6;3699000;Лесная;https://www.emls.ru/fullinfo/1/1451733.html
﻿Калининский;Кондратьевский пр.;68;4;;Студия;26,3;19;3700000;Лесная;https://www.emls.ru/fullinfo/4/331076.html
Калининский;Руставели ул.;60;;;Студия;25,3;2;3700000;;https://www.emls.ru/fullinfo/1/1468278.html
Калининский;Кондратьевский пр.;68;4;;Студия;36;14;3750000;Лесная;https://www.emls.ru/fullinfo/1/1467807.html
Калининский;Металлистов пр.;117;;;Студия;36,2;6;3777000;Лесная;https://www.emls.ru/fullinfo/1/1466906.html
Калининский;Богословская ул.;4;4;;Студия;31,49;19;3786000;Лесная;https://www.emls.ru/fullinfo/1/706565679.html
Калининский;Богословская ул.;4;4;;Студия;31,5;19;3790000;Лесная;https://www.emls.ru/fullinfo/1/706570420.html
Калининский;Кондратьевский пр.;68;4;;Студия;25,9;10;3790000;Лесная;https://www.emls.ru/fullinfo/4/706819740.html
Калининский;Пискаревский пр.;40;2;;Студия;29,2;18;3795000;Академическая;https://www.emls.ru/fullinfo/1/1425974.html
Калининский;Металлистов пр.;117;;;Студия;35,53;10;3800000;Лесная;https://www.emls.ru/fullinfo/1/1458450.html
Калининский;Пискаревский пр.;40;2;;Студия;32,3;9;3800000;Академическая;https://www.emls.ru/fullinfo/1/1471536.html
﻿Калининский;Кондратьевский пр.;68;4;;Студия;29,3;17;3800000;Лесная;https://www.emls.ru/fullinfo/4/331074.html
Калининский;Маршала Блюхера пр.;9;3;;Студия;28;14;3800000;Лесная;https://www.emls.ru/fullinfo/1/1425860.html
Калининский;Металлистов пр.;117;;;Студия;36,2;10;3805000;Лесная;https://www.emls.ru/fullinfo/1/1451993.html
Калининский;Металлистов пр.;117;;;Студия;35,6;2;3805000;Лесная;https://www.emls.ru/fullinfo/1/1442705.html
Калининский;Богословская ул.;4;4;;Студия;30,29;7;3820000;Лесная;https://www.emls.ru/fullinfo/1/706561586.html
Калининский;Кондратьевский пр.;68;4;;Студия;32,5;11;3830000;Лесная;https://www.emls.ru/fullinfo/1/706561588.html
Калининский;Богословская ул.;6;3;;Студия;30,99;3;3830000;Лесная;https://www.emls.ru/fullinfo/1/1470232.html
Калининский;Кондратьевский пр.;68;4;;Студия;27,8;17;3830000;Лесная;https://www.emls.ru/fullinfo/1/706561601.html
Калининский;Маршала Блюхера пр.;9;2;;Студия;27,5;9;3830000;Площадь Мужества;https://www.emls.ru/fullinfo/1/706570621.html
Калининский;Металлистов пр.;117;1;;Студия;36;11;3839000;Лесная;https://www.emls.ru/fullinfo/1/1438122.html
﻿Калининский;Богословская ул.;6;2;;Студия;31,5;17;3900000;Лесная;https://www.emls.ru/fullinfo/1/1464969.html
Калининский;Маршала Блюхера пр.;7;2;;Студия;29;11;3900000;Лесная;https://www.emls.ru/fullinfo/1/1464419.html
Калининский;Маршала Блюхера пр.;12;;;Студия;24,66;9;3915000;Лесная;https://www.emls.ru/fullinfo/1/1460483.html
Калининский;Богословская ул.;6;;;Студия;31,49;15;3930000;Лесная;https://www.emls.ru/fullinfo/1/706568233.html
Калининский;Богословская ул.;4;4;;Студия;29,79;2;3930000;Лесная;https://www.emls.ru/fullinfo/1/1462478.html
Калининский;Богословская ул.;4;2;;Студия;31,49;19;3940000;Лесная;https://www.emls.ru/fullinfo/1/1470250.html
Калининский;Богословская ул.;6;3;;Студия;29,79;2;3940000;Лесная;https://www.emls.ru/fullinfo/1/1470246.html
Калининский;Кондратьевский пр.;68;4;;Студия;29,7;9;3940000;Лесная;https://www.emls.ru/fullinfo/1/1465809.html
Калининский;Маршала Блюхера пр.;12;;;Студия;31,49;15;3950000;Лесная;https://www.emls.ru/fullinfo/1/1462382.html
Калининский;Богословская ул.;6;2;;Студия;30,29;23;3970000;Лесная;https://www.emls.ru/fullinfo/1/1460645.html
﻿Калининский;Ушинского ул.;3;3;;Студия;30,7;4;3990000;;https://www.emls.ru/fullinfo/1/1377541.html
Калининский;Богословская ул.;4;3;;Студия;30,2;20;3990000;Лесная;https://www.emls.ru/fullinfo/1/1470456.html
Калининский;Металлистов пр.;117;;;Студия;36,3;11;3991000;Лесная;https://www.emls.ru/fullinfo/1/1470047.html
Калининский;Маршала Блюхера пр.;9;2;;Студия;27;2;3995000;Площадь Мужества;https://www.emls.ru/fullinfo/1/1460298.html
Калининский;Руставели ул.;60;;;Студия;27;2;3997000;;https://www.emls.ru/fullinfo/1/1380013.html
Калининский;Науки пр.;79;3;;Студия;32,4;8;3999000;Академическая;https://www.emls.ru/fullinfo/1/1292258.html
Калининский;Маршала Блюхера пр.;9;;;Студия;31,7;4;4000000;Лесная;https://www.emls.ru/fullinfo/1/1468880.html
Калининский;Софьи Ковалевской ул.;16;5;;Студия;25;3;4000000;;https://www.emls.ru/fullinfo/1/1456462.html
Калининский;Металлистов пр.;117;;;Студия;36,5;9;4025000;Лесная;https://www.emls.ru/fullinfo/1/1441308.html
Калининский;Тимуровская ул.;23;1;;Студия;26,8;14;4039000;;https://www.emls.ru/fullinfo/1/706570593.html
﻿Калининский;Маршала Блюхера пр.;9;1;;Студия;31,73;12;4055000;Лесная;https://www.emls.ru/fullinfo/1/1068898.html
Калининский;Маршала Блюхера пр.;9;1;;Студия;30,3;13;4056000;Лесная;https://www.emls.ru/fullinfo/1/1437190.html
Калининский;Маршала Блюхера пр.;9;1;;Студия;30,3;12;4056000;Лесная;https://www.emls.ru/fullinfo/1/1437191.html
Калининский;Кушелевская дорога;3/8;;;Студия;34;23;4080000;Лесная;https://www.emls.ru/fullinfo/1/1413733.html
Калининский;Кондратьевский пр.;68;1;;Студия;34,5;14;4100000;Площадь Мужества;https://www.emls.ru/fullinfo/1/706555853.html
Калининский;Кушелевская дорога;3/8;;;Студия;34;23;4100000;Лесная;https://www.emls.ru/fullinfo/1/706559827.html
Калининский;Богословская ул.;4;2;;Студия;31,49;15;4100000;Лесная;https://www.emls.ru/fullinfo/1/1470253.html
Калининский;Кондратьевский пр.;64/9;;;Студия;24,5;21;4100000;Лесная;https://www.emls.ru/fullinfo/1/1469174.html
Калининский;Кондратьевский пр.;64/9;;;Студия;24;4;4100000;Лесная;https://www.emls.ru/fullinfo/1/1467470.html
Калининский;Кушелевская дорога;3/8;;;Студия;34;23;4150000;Лесная;https://www.emls.ru/fullinfo/1/1439365.html
﻿Калининский;Кушелевская дорога;3;7;;Студия;33;4;4150000;Лесная;https://www.emls.ru/fullinfo/1/1454180.html
Калининский;Богословская ул.;4;2;;Студия;29,79;2;4150000;Лесная;https://www.emls.ru/fullinfo/1/1470254.html
Калининский;Кушелевская дорога;3;1;;Студия;29,9;3;4200000;Лесная;https://www.emls.ru/fullinfo/1/706562023.html
Калининский;Маршала Блюхера пр.;7;2;;Студия;29,2;11;4200000;Лесная;https://www.emls.ru/fullinfo/4/706822247.html
Калининский;Обручевых ул.;5;;;Студия;29,2;12;4200000;Политехническая;https://www.emls.ru/fullinfo/1/706564484.html
Калининский;Бутлерова ул.;9;2;;Студия;28;16;4200000;Академическая;https://www.emls.ru/fullinfo/1/1443397.html
Калининский;Богословская ул.;4;4;;Студия;31,49;15;4205000;Лесная;https://www.emls.ru/fullinfo/1/1470256.html
Калининский;Брянцева ул.;13;;;Студия;29,79;17;4299000;;https://www.emls.ru/fullinfo/1/1367744.html
Калининский;Гжатская ул.;22;4;;Студия;29;5;4300000;Академическая;https://www.emls.ru/fullinfo/1/706559692.html
Калининский;Обручевых ул.;5;;;Студия;28,2;12;4345000;Политехническая;https://www.emls.ru/fullinfo/1/1471916.html
﻿Калининский;Кушелевская дорога;3;;;Студия;33,32;23;4365000;Лесная;https://www.emls.ru/fullinfo/1/706568382.html
Калининский;Науки пр.;79;3;;Студия;32,4;2;4400000;Академическая;https://www.emls.ru/fullinfo/1/1469941.html
Калининский;Маршала Блюхера пр.;9;;;Студия;32;9;4400000;Лесная;https://www.emls.ru/fullinfo/1/1468898.html
Калининский;Верности ул.;17;;;Студия;25;10;4400000;Академическая;https://www.emls.ru/fullinfo/1/1467559.html
Калининский;Маршала Блюхера пр.;9;1;;Студия;30,5;12;4410000;Лесная;https://www.emls.ru/fullinfo/1/1266414.html
Калининский;Маршала Блюхера пр.;9;1;;Студия;21,6;13;4420000;Лесная;https://www.emls.ru/fullinfo/1/1470093.html
Калининский;Обручевых ул.;5;;;Студия;29,4;12;4430000;Политехническая;https://www.emls.ru/fullinfo/1/706568793.html
Калининский;Маршала Блюхера пр.;9;1;;Студия;31,73;9;4446000;Лесная;https://www.emls.ru/fullinfo/1/706557048.html
Калининский;Бутлерова ул.;11;3;;Студия;27;8;4450000;Академическая;https://www.emls.ru/fullinfo/1/1412064.html
Калининский;Бутлерова ул.;11;3;;Студия;29,3;5;4500000;Академическая;https://www.emls.ru/fullinfo/1/1452286.html
﻿Калининский;Гжатская ул.;22;4;;Студия;29;4;4500000;Академическая;https://www.emls.ru/fullinfo/1/1437050.html
