Район;Улица;Номер;Корпус;Литер;Кол-во комнат;Площадь;Этаж;Этажей;Цена;Метро;Дата постройки;Дата реконструкции;Даты кап. ремонты;Общая пл. здания, м2;Жилая пл., м2;Пл. нежелых помещений м2;Мансарда м2;Кол-во проживающих;Центральное отопление;Центральное ГВС;Центральное ЭС;Центарльное ГС;Тип Квартир;Кол-во квартир;Дата ТЭП;Виды кап. ремонта;Общее кол-во лифтов;Расстояние пешком;Время пешком;Расстояние на машине;Время на машине;Откуда взято
﻿Выборгский;Энгельса;93;;;4 км. кв.;170,00;18;25;31500000;Озерки;2004;;;71242;63542;1000;0;0;True;True;True;False;1 комн., 2 комн., 3 комн., 4 комн., 6 комн. ;197, 289, 284, 22, 2;31.10.2013;;12;1400 м;17 мин;1600 м;5 мин;https://www.bn.ru/detail/flats/3041197/
Выборгский;Пархоменко;19;;;5 км. кв.;217,70;18;17;32000000;Площадь Мужества;2006;;;9075,7;6744,7;813;0;0;True;True;True;False;1 комн., 2 комн., 3 комн., 4 комн., 5 комн. ;7, 35, 22, 11, 4;31.10.2013;;2;1800 м;21 мин;1800 м;5 мин;https://www.bn.ru/detail/flats/3038817/
Выборгский;Композиторов;4;;;4 км. кв.;175,00;7;7;33700000;Озерки;2003;;;62939;51405;8534;0;0;True;True;True;False;1 комн., 2 комн., 3 комн., 4 комн., 5 комн. ;42, 71, 174, 105, 10;31.10.2013;;26;1200 м;14 мин;1500 м;7 мин;https://www.bn.ru/detail/flats/3187569/
Выборгский;Энгельса;97;;;5 км. кв.;202,30;24;25;35990000;Озерки;2004;;;37466,8;29474,7;2106,2;0;5;True;True;True;False;1 комн., 2 комн., 3 комн., 4 комн., 5 комн. ;64, 177, 128, 3, 3;31.10.2013;;8;1400 м;16 мин;1600 м;6 мин;https://www.bn.ru/detail/flats/3151967/
Выборгский;Энгельса;97;;;6 км. кв.;283,70;24;25;39000000;Озерки;2004;;;37466,8;29474,7;2106,2;0;5;True;True;True;False;1 комн., 2 комн., 3 комн., 4 комн., 5 комн. ;64, 177, 128, 3, 3;31.10.2013;;8;1400 м;16 мин;1600 м;6 мин;https://www.bn.ru/detail/flats/3164214/
Выборгский;Первомайская;26;;;7 км. кв.;420,00;3;23;39900000;Озерки;2009;;;21979,6;12358,5;1372,7;0;3;True;True;True;False;1 комн., 2 комн., 3 комн. ;21, 72, 34;25.09.2012;;4;27400 м;5 часов 29 мин;27000 м;1 час 32 мин;https://www.bn.ru/detail/flats/3197958/
Выборгский;Петровская;15;;;6 км. кв.;420,00;1;3;43500000;Озерки;1900;1974;2006, 2007, 2013, 2013, 2013, 2013;963,67;872,4;0;0;0;True;True;True;True;2 комн., 3 комн.;2, 9;16.03.2010;Благоустройство придомовой территории, Ремонт или замена системы горячего водоснабжения, Ремонт или замена системы канализования и водоотведения, Ремонт или замена системы отопления, Ремонт или замена системы холодного водоснабжения, Ремонт или замена системы электроснабжения;0;2200 м;26 мин;2900 м;11 мин;https://www.bn.ru/detail/flats/3187733/
Выборгский;Энгельса;50;;;4 км. кв.;250,00;6;7;45000000;Удельная;1998;;;17485,9;14066,1;2048,7;0;5;True;True;True;False;1 комн., 2 комн., 3 комн., 4 комн., 5 комн. ;16, 66, 63, 8, 2;31.10.2013;;6;897 м;10 мин;999 м;4 мин;https://www.bn.ru/detail/flats/3062796/
Калининский;Демьяна Бедного;24;1;;4 км. кв.;97,10;2;9;6550000;;1972;;2005, 2006, 2006, 2008, 2008, 2008, 2008, 2008;7114,3;5973,7;582,3;0;4;True;True;True;True;3 комн., 4 комн.;2, 1;16.03.2010;Капитальный ремонт лифтов (с заменой крупных узлов), Ремонт или восстановление ОДС, Ремонт или замена системы горячего водоснабжения, Ремонт или замена системы холодного водоснабжения, Ремонт или замена системы электроснабжения, Ремонт или замена системы электроснабжения, Ремонт конструкций и замена покрытий крыш, Установка общедомовых (и квартирных при замене сетей) приборов учета потребления: тепловой энергии на нужды отопления и горячего водоснабжения, потребления холодной воды, электрической энергии, газа;2;2500 м;29 мин;2400 м;5 мин;https://www.bn.ru/detail/flats/1342548/
Калининский;Киришская;5;;;4 км. кв.;89,00;1;9;6900000;;1970;;1994, 2003, 2005, 2007, 2009, 2009;17878,02;16894,3;0;0;0;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн.;136, 159, 56, 6 ;19.10.2010;Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов, Ремонт или восстановление внутридомовых инженерных систем, Ремонт или замена системы горячего водоснабжения, Ремонт или замена системы холодного водоснабжения, Ремонт или замена системы электроснабжения, Ремонт конструкций и замена покрытий крыш;7;526 м;6 мин;1100 м;5 мин;https://www.bn.ru/detail/flats/3208440/
﻿Калининский;Комсомола;16;;;4 км. кв.;110,00;3;5;11750000;Площадь Ленина;1952;;1996, 2007, 2007, 2011, 2012, 2013, 2014;8192,48;5379,29;1508,23;0;14;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн.;3, 33, 20, 3;19.10.2010;Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов, Капитальный ремонт лифтов с полной заменой оборудования: реконструкция лифтов, Расходы на изготовление проектно-сметной документации, Ремонт или замена системы электроснабжения, Ремонт конструкций и замена покрытий крыш, Ремонт фасадов без утепления, Ремонт фасадов без утепления;8;496 м;5 мин;969 м;4 мин;https://www.bn.ru/detail/flats/3062190/
Калининский;Пискаревский;37;2;;4 км. кв.;136,80;3;0;11800000;Площадь Мужества;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;5700 м;1 час 7 мин;6800 м;21 мин;https://www.bn.ru/detail/flats/3046291/
Калининский;Хлопина;7;3;;4 км. кв.;140,00;5;0;13700000;Площадь Мужества;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;403 м;4 мин;705 м;3 мин;https://www.bn.ru/detail/flats/2936952/
Калининский;Кондратьевский;62;6;;4 км. кв.;156,30;3;17;15750000;Лесная;2002;;;44159,8;33278,8;2398,5;0;0;True;True;True;False;1 комн., 2 комн., 3 комн., 4 комн., 5 комн. ;81, 211, 141, 10, 2 ;31.10.2013;;16;3100 м;37 мин;4000 м;17 мин;https://www.bn.ru/detail/flats/3200158/
Калининский;Луначарского;98;1;;4 км. кв.;157,00;10;14;19870000;;2003;;;18759,5;14057,3;1178,7;0;0;True;True;True;False;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн.;69, 56, 49, 12, 2, 1;31.10.2013;;5;1700 м;20 мин;1800 м;7 мин;https://www.bn.ru/detail/flats/3064437/
Калининский;Веденеева;2;;;5 км. кв.;170,00;10;16;24750000;Политехническая;2005;;;42906,6;34173,8;2199,1;0;0;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн., 5 комн. ;205, 197, 22, 25, 2 ;31.10.2013;;0;1900 м;23 мин;2700 м;10 мин;https://www.bn.ru/detail/flats/2830238/
Калининский;Тихорецкий;11;4;;4 км. кв.;137,30;4;15;25520000;Политехническая;1998;;2006, 2007, 2009;7611,6;6457,4;0;0;0;True;True;True;False;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 7 комн.;16, 18, 43, 9, 2, 1 ;31.10.2013;Капитальный ремонт лифтов (с заменой крупных узлов), Капитальный ремонт лифтов (с заменой крупных узлов), Установка общедомовых (и квартирных при замене сетей) приборов учета потребления: тепловой энергии на нужды отопления и горячего водоснабжения, потребления холодной воды, электрической энергии, газа;2;824 м;9 мин;1400 м;6 мин;https://www.bn.ru/detail/flats/3105939/
Калининский;Жукова;3;;;4 км. кв.;174,70;14;0;30573000;Площадь Ленина;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;12900 м;2 часа 35 мин;13700 м;46 мин;https://www.bn.ru/detail/newbuild/2721795/
Калининский;Пискаревский   1;1;;;4 км. кв.;157,40;9;0;34970000;Площадь Ленина;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;3700 м;44 мин;3900 м;13 мин;https://www.bn.ru/detail/flats/3192954/
Кировский;Лени Голикова;15;3;;4 км. кв.;94,10;2;9;10974000;Проспект Ветеранов;1970;;1996, 2002, 2004, 2014, 2014, 2014, 2014, 2014;2322,6;1970,2;0;0;0;True;True;True;True;1 комн., 2 комн., 3 комн. ;18, 17, 8 ;10.02.2012;Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов, Расходы на изготовление проектно-сметной документации, Ремонт или замена системы горячего водоснабжения, Ремонт или замена системы отопления, Ремонт или замена системы холодного водоснабжения, Ремонт или замена системы электроснабжения, Ремонт конструкций и замена покрытий крыш, Ремонт конструкций и замена покрытий крыш;1;2100 м;24 мин;2400 м;13 мин;https://www.bn.ru/detail/newbuild/3205387/
﻿Кировский;Ветеранов;108;;;5 км. кв.;158,00;4;16;19800000;Проспект Ветеранов;2005;;;32092,2;25326,1;1155,1;0;2;True;True;True;False;1 комн., 2 комн., 3 комн., 4 комн.;112, 66, 94, 14 ;16.03.2010;;11;3000 м;35 мин;3200 м;11 мин;https://www.bn.ru/detail/flats/2985828/
Кировский;Бурцева;5;;;4 км. кв.;49,10;4;5;4400000;Проспект Ветеранов;1968;;2003,2013 ;3598,17;3181,37;0;0;0;True;True;True;True;3 комн., 4 комн.;35, 35;16.03.2010;Ремонт конструкций и замена покрытий крыш, Ремонт конструкций и замена покрытий крыш;0;3300 м;39 мин;4300 м;16 мин;https://www.bn.ru/detail/flats/3062778/
Кировский;Бурцева;1;;;4 км. кв.;48,80;2;5;4440000;Проспект Ветеранов;1968;;2003, 2013, 2013;3617,49;3178,19;0;0;0;True;True;True;True;3 комн., 4 комн.;35, 35;16.03.2010;Ремонт или замена системы горячего водоснабжения, Ремонт или замена системы холодного водоснабжения, Ремонт конструкций и замена покрытий крыш;0;3300 м;39 мин;4400 м;14 мин;https://www.bn.ru/detail/flats/3132554/
Кировский;Дачный;28;;;4 км. кв.;49,40;5;5;4450000;Проспект Ветеранов;1965;;1990;2815,7;2455,4;0;0;0;True;True;True;True;3 комн., 4 комн., 5 комн. ;17, 32, 1 ;12.04.2009;Благоустройство придомовой территории;0;721 м;8 мин;703 м;5 мин;https://www.bn.ru/detail/flats/2924497/
Кировский;Ветеранов;103;;;4 км. кв.;59,30;3;5;4605000;Проспект Ветеранов;1968;;2002,2005 ;2815,86;2387,26;67,4;0;0;True;True;True;True;3 комн., 4 комн., 5 комн. ;17, 33, 2 ;19.10.2010;Благоустройство придомовой территории, Ремонт конструкций и замена покрытий крыш;0;3100 м;37 мин;4200 м;15 мин;https://www.bn.ru/detail/flats/3188413/
Кировский;Новаторов;24;;;4 км. кв.;49,30;3;10;4700000;;1997;;2012,2012 ;16751,9;14520;0;0;0;True;True;True;False;1 комн., 2 комн., 3 комн., 4 комн.;66, 65, 123, 1;31.10.2013;Ремонт конструкций и замена покрытий крыш, Ремонт фасадов без утепления;8;728 м;8 мин;674 м;2 мин;https://www.bn.ru/detail/flats/3040335/
Кировский;Трамвайный;13;3;;5 км. кв.;66,00;1;5;5800000;;1961;;2007;2735,2;2422,6;0;0;0;True;True;True;True;2 комн., 3 комн., 4 комн., 5 комн.;1, 16, 27, 2;25.03.2013;Ремонт конструкций и замена покрытий крыш;0;687 м;8 мин;1200 м;7 мин;https://www.bn.ru/detail/flats/3051032/
Кировский;Ветеранов;99;;;5 км. кв.;72,00;3;9;6350000;Проспект Ветеранов;1969;;2000, 2007, 2008, 2011, 2012, 2012, 2013, 2013, 2016;14634,58;12712,38;149;0;2;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн., 5 комн. ;53, 50, 114, 2, 15;19.10.2010;Благоустройство придомовой территории, Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов, Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов, Ремонт или восстановление ОДС, Ремонт или замена системы горячего водоснабжения, Ремонт или замена системы холодного водоснабжения, Ремонт конструкций и замена покрытий крыш, Ремонт лифтового оборудования (рег 40479-Б), Ремонт фасадов без утепления;7;3200 м;37 мин;4500 м;15 мин;https://www.bn.ru/detail/flats/3190634/
Кировский;Новаторов;84;2;;4 км. кв.;77,10;8;9;8490000;Проспект Ветеранов;1984;;1993, 2010, 2012, 2012, 2013;14490,3;12580,5;0;0;0;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн.;107, 18, 89, 36 ;12.04.2009;Капитальный ремонт лифтов с частичной заменой оборудования: модернизация лифтов, Расходы на изготовление проектно-сметной документации, Ремонт конструкций и замена покрытий крыш, Ремонт конструкций и замена покрытий крыш, Ремонт фасадов без утепления;7;948 м;11 мин;863 м;3 мин;https://www.bn.ru/detail/flats/3043872/
Кировский;Оборонная;14;;;4 км. кв.;100,60;2;5;9000000;Нарвская;1955;;2007,2008 ;3284,38;2575,38;361,9;0;0;True;False;True;True;2 комн., 3 комн., 4 комн. ;11, 9, 2;25.03.2013;Ремонт или замена системы холодного водоснабжения, Ремонт крыши;0;1400 м;16 мин;2000 м;7 мин;https://www.bn.ru/detail/flats/3177276/
﻿Кировский;Васи Алексеева;30;;;4 км. кв.;104,00;4;5;9140000;Кировский завод;1960;;1987, 1994, 2008, 2010;6498,27;5656,17;279,2;0;0;True;False;True;True;1 комн., 2 комн., 3 комн., 4 комн.;27, 37, 21, 2 ;16.03.2010;Благоустройство придомовой территории, Ремонт или замена системы электроснабжения, Ремонт конструкций и замена покрытий крыш, Ремонт фасадов без утепления;0;1100 м;12 мин;1500 м;5 мин;https://www.bn.ru/detail/flats/3201848/
Кировский;Васи Алексеева;22;;;4 км. кв.;104,30;3;5;9350000;Кировский завод;1959;;2004, 2005, 2005, 2008, 2009;7377,09;5595,49;1224,6;0;0;True;False;True;True;1 комн., 2 комн., 3 комн., 4 комн.;25, 40, 15, 3 ;14.12.2009;Благоустройство придомовой территории, Расходы на изготовление проектно-сметной документации, Ремонт или замена системы холодного водоснабжения, Ремонт конструкций и замена покрытий крыш, Усиление основных конструкций;0;846 м;10 мин;1300 м;4 мин;https://www.bn.ru/detail/flats/2923621/
Кировский;Стачек;67;2;;4 км. кв.;114,30;2;7;9850000;Автово;1952;;1995, 2002, 2017;8611,8;6378,5;973,5;0;5;True;False;True;True;1 комн., 2 комн., 3 комн., 4 комн.;4, 3, 13, 23;25.03.2013;Ремонт конструкций и замена покрытий крыш, Ремонт конструкций и замена покрытий крыш, Ремонт фасадов без утепления;4;612 м;7 мин;2700 м;5 мин;https://www.bn.ru/detail/flats/2967276/
Кировский;Огородный пер;2;;;4 км. кв.;98,00;5;5;10500000;Кировский завод;1954;2010;2010, 2010, 2010, 2010;3457,8;2644,8;349,5;0;1;True;False;True;True;2 комн., 3 комн., 4 комн. ;22, 6, 4;25.03.2013;Ремонт или замена системы канализования и водоотведения, Ремонт или замена системы холодного водоснабжения, Ремонт или замена системы электроснабжения, Ремонт фасадов без утепления;0;1100 м;13 мин;2100 м;6 мин;https://www.bn.ru/detail/flats/3157565/
Кировский;Автовская;2;;;6 км. кв.;119,00;3;10;11700000;Автово;1957, 1958;;1996, 2005, 2006, 2007, 2008, 2010;16648,8;12792,9;1384,3;0;0;True;False;True;True;1 комн., 2 комн., 3 комн., 4 комн., 6 комн. ;5, 63, 72, 8, 2 ;14.12.2009;Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов, Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов, ППКР, Расходы на изготовление проектно-сметной документации, Расходы на изготовление проектно-сметной документации, Ремонт конструкций и замена покрытий крыш;8;376 м;4 мин;3500 м;7 мин;https://www.bn.ru/detail/flats/3200868/
Кировский;Стачек;84;2;;4 км. кв.;113,90;3;5;13590000;Автово;1938;;2008, 2008, 2008, 2009, 2014, 2015;3757,73;2717,23;526,9;0;1;True;True;True;True;3 комн., 4 комн.;13, 12;25.03.2013;Капитальный ремонт лифтов с полной заменой оборудования: реконструкция лифтов, Расходы на изготовление проектно-сметной документации, Ремонт или замена системы горячего водоснабжения, Ремонт или замена системы холодного водоснабжения, Ремонт конструкций и замена покрытий крыш, Ремонт фасадов без утепления;3;604 м;7 мин;2800 м;5 мин;https://www.bn.ru/detail/flats/3168502/
Кировский;Маршала Жукова;54;6;;4 км. кв.;154,00;4;9;14800000;Проспект Ветеранов;2002;;;12780,25;7936,25;3189;0;0;True;True;True;False;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн.;6, 2, 34, 17, 3, 1;31.10.2013;;12;4900 м;58 мин;4600 м;10 мин;https://www.bn.ru/detail/flats/3137592/
Кировский;Лёни Голикова;108;;;6 км. кв.;134,70;7;0;15400000;Проспект Ветеранов;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;1200 м;14 мин;1500 м;9 мин;https://www.bn.ru/detail/flats/3206478/
Кировский;Маршала Жукова;50;3;;4 км. кв.;120,00;1;6;18000000;Проспект Ветеранов;2008;;;6808,2;6000,9;0;0;0;True;True;True;False;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн. ;28, 20, 25, 2, 2, 2, 2;31.10.2013;;0;4800 м;57 мин;4400 м;12 мин;https://www.bn.ru/detail/flats/3192434/
Кировский;Новаторов;67;2;;5 км. кв.;170,00;11;14;31000000;Проспект Ветеранов;2007;;;11794,3;7604,6;2132,7;0;0;True;True;True;False;1 комн., 2 комн., 3 комн., 4 комн., 5 комн. ;39, 46, 13, 12, 1 ;31.10.2013;;4;734 м;8 мин;1300 м;4 мин;https://www.bn.ru/detail/flats/2654760/
﻿Кировский;Краснопутиловская;12;;;4 км. кв.;105,00;3;8;9200000;Автово;1957;;2010, 2014, 2015, 2015, 2016;13974,16;10327,36;1808,7;0;0;True;False;True;True;1 комн., 2 комн., 3 комн., 4 комн.;2, 56, 23, 20 ;12.04.2009;Расходы на изготовление проектно-сметной документации, Ремонт или замена системы отопления, Ремонт или замена системы холодного водоснабжения, Ремонт или замена системы электроснабжения, Ремонт конструкций и замена покрытий крыш;4;991 м;11 мин;3600 м;9 мин;https://www.bn.ru/detail/flats/3040958/
Кировский;Лени Голикова Улица;100;;;4 км. кв.;49,50;1;0;2950000;Проспект Ветеранов;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;1100 м;12 мин;1300 м;6 мин;https://www.bn.ru/detail/flats/3027131/
Кировский;Казакова Марш;68;1;;5 км. кв.;118,00;3;0;8600000;;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;;;;;https://www.bn.ru/detail/flats/3152404/
Колпинский;р-н Заводская;3;;;4 км. кв.;96,20;4;0;5000000;Рыбацкое;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;;;;;https://www.bn.ru/detail/flats/2913202/
Колпинский;г Заводской;20;3;;4 км. кв.;74,00;1;0;5300000;;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;;;;;https://www.bn.ru/detail/flats/3202505/
Колпинский;г   Оборонная;10;;;4 км. кв.;90,00;1;0;6000000;;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;;;;;https://www.bn.ru/detail/flats/3105562/
Колпинский;г Заводской;56;;;4 км. кв.;110,50;1;0;6200000;;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;;;;;https://www.bn.ru/detail/flats/3194638/
Колпинский;р-н Павловская;94;;;4 км. кв.;88,00;3;0;6499000;Купчино;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;;;;;https://www.bn.ru/detail/flats/1953932/
Колпинский;Тверская;60;;;4 км. кв.;97,20;1;12;7200000;Рыбацкое;1989;;2002,2013 ;36335,9;29491,6;117,3;0;0;True;True;True;False;1 комн., 2 комн., 3 комн., 4 комн.;93, 163, 210, 5 ;10.02.2012;Расходы на изготовление проектно-сметной документации, Ремонт фасада (Герметизация стыков стеновых панелей);16;16500 м;3 часа 17 мин;16700 м;35 мин;https://www.bn.ru/detail/flats/3202462/
Красногвардейский;Косыгина;25;1;;5 км. кв.;42,60;11;12;3150000;Ладожская;1986;;;12899,5;11703,5;0;0;0;True;True;True;False;1 комн., 2 комн.;7, 1;10.02.2012;;4;3400 м;41 мин;5000 м;12 мин;https://www.bn.ru/detail/flats/3200049/
﻿Красногвардейский;Петра Смородина;6;;;4 км. кв.;69,10;1;0;5100000;Ладожская;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;3500 м;42 мин;4600 м;14 мин;https://www.bn.ru/detail/flats/3199730/
Красногвардейский;Ленская;16;3;;4 км. кв.;74,00;9;9;5500000;Ладожская;1981;;2008, 2012, 2012, 2012;13742,6;12196,4;86,7;0;0;True;True;True;False;2 комн., 3 комн., 4 комн. ;69, 99, 32;10.02.2012;Ремонт или замена системы горячего водоснабжения, Ремонт или замена системы отопления, Ремонт или замена системы холодного водоснабжения, Ремонт конструкций и замена покрытий крыш;6;4100 м;48 мин;5800 м;20 мин;https://www.bn.ru/detail/flats/3160573/
Красногвардейский;Белорусская лт;14;22;;4 км. кв.;72,50;5;0;6170000;Ладожская;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;4300 м;51 мин;5900 м;19 мин;https://www.bn.ru/detail/flats/3167821/
Красногвардейский;Революции ш;45;;;4 км. кв.;86,00;1;0;6500000;Ладожская;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;3800 м;46 мин;4300 м;14 мин;https://www.bn.ru/detail/flats/2102152/
Красногвардейский;Рябовское ш;59;;;4 км. кв.;91,10;3;4;6990000;Ладожская;1938;;2011, 2011, 2015;2553,3;2219,3;0;0;0;True;False;True;True;3 комн., 4 комн., 5 комн. ;4, 9, 1 ;02.02.2011;Ремонт или замена системы отопления, Ремонт или замена системы холодного водоснабжения, Ремонт конструкций и замена покрытий крыш;0;6700 м;1 час 20 мин;8100 м;20 мин;https://www.bn.ru/detail/flats/3094649/
Красногвардейский;Даниила Хармса   4;1;;;4 км. кв.;93,00;15;0;7200000;;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;;;;;https://www.bn.ru/detail/flats/2981590/
Красногвардейский;Большеохтинский;6;;;4 км. кв.;83,86;4;9;8000000;Новочеркасская;1967;;2006, 2008, 2009;15460,7;11944,96;1635,74;0;0;True;True;True;True;1 комн., 2 комн., 3 комн., 4 комн.;17, 131, 60, 16 ;31.10.2013;Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов, Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов, Капитальный ремонт лифтов с частичной заменой оборудования: модернизация лифтов;4;2800 м;33 мин;3000 м;7 мин;https://www.bn.ru/detail/flats/3155452/
Красногвардейский;Энергетиков;30;2;;6 км. кв.;101,00;4;5;8200000;Ладожская;1960;;2009,2016 ;3070,74;2855,14;0;0;0;True;True;True;True;4 комн., 5 комн.;1, 2;02.02.2011;Ремонт или замена системы электроснабжения, Ремонт конструкций и замена покрытий крыш;0;3400 м;40 мин;3500 м;11 мин;https://www.bn.ru/detail/flats/2751958/
Красногвардейский;Коммуны ул;30;1;;4 км. кв.;93,26;4;10;8400000;Проспект Большевиков;1999;;;11555,8;11555,8;0;0;0;True;True;True;False;;;31.10.2013;;6;4900 м;58 мин;5400 м;18 мин;https://www.bn.ru/detail/flats/3059160/
Красногвардейский;Энтузиастов;44;;;5 км. кв.;130,00;1;12;10700000;Ладожская;1984;;2005, 2005, 2010;25492,1;21001,8;197,5;0;7;True;True;True;False;7 комн. ;364 ;10.02.2012;Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов, Ремонт конструкций и замена покрытий крыш, Ремонт трубопровода (розлива) холодного водоснабжения в подвальном помещении;12;4000 м;47 мин;5300 м;18 мин;https://www.bn.ru/detail/flats/3038721/
﻿Красногвардейский;Новочеркасский;43;;;4 км. кв.;94,30;2;0;11690000;Новочеркасская;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;344 м;4 мин;909 м;5 мин;https://www.bn.ru/detail/flats/1350143/
Красногвардейский;Энергетиков;30;10;;4 км. кв.;150,00;5;0;14600000;Ладожская;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;3600 м;43 мин;3600 м;13 мин;https://www.bn.ru/detail/flats/3176506/
Красногвардейский;Большеохтинский;9;;;4 км. кв.;200,00;14;21;130000;Новочеркасская;2010;;;22424,4;15558,1;2315,1;0;0;True;True;True;False;1 комн., 2 комн., 3 комн., 4 комн., 6 комн. ;55, 52, 39, 14, 1 ;31.10.2013;;6;2600 м;31 мин;3000 м;8 мин;https://www.bn.ru/detail/flats/3187942/
Красногвардейский;Ударников осп;36;;;6 км. кв.;110,00;9;0;1190000;Проспект Большевиков;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;4600 м;55 мин;4700 м;11 мин;https://www.bn.ru/detail/flats/3202358/
Красносельский;Петергофское шоссе;43;;;4 км. кв.;144,00;3;2;22814000;;2014;;;695,8;695,8;0;0;0;True;True;True;False;4 комн. ;2 ;01.01.1900;;0;7600 м;1 час 31 мин;7100 м;12 мин;https://www.bn.ru/detail/newbuild/3158757/
Красносельский;Петергофское шоссе;43;;;4 км. кв.;144,00;3;2;22878000;;2014;;;695,8;695,8;0;0;0;True;True;True;False;4 комн. ;2 ;01.01.1900;;0;7600 м;1 час 31 мин;7100 м;12 мин;https://www.bn.ru/detail/newbuild/3158755/
Красносельский;Петергофское шоссе 43 Катерников  6 8;10;;;4 км. кв.;175,00;3;0;28144000;;;;;0;0;0;0;0;False;False;False;False;;;01.01.0001;;0;;;;;https://www.bn.ru/detail/newbuild/2685117/
Красносельский;Красносельское ш;36;;;4 км. кв.;48,40;2;5;3900000;Проспект Ветеранов;1968;;2011, 2014, 2014, 2014, 2014, 2014;3460,47;3116,97;0;0;0;True;True;True;True;3 комн., 4 комн.;36, 34;16.03.2010;Благоустройство придомовой территории, Ремонт или замена системы горячего водоснабжения, Ремонт или замена системы отопления, Ремонт или замена системы холодного водоснабжения, Ремонт или замена системы электроснабжения, Ремонт фасадов без утепления;0;12100 м;2 часа 24 мин;9800 м;31 мин;https://www.bn.ru/detail/flats/2967281/
Красносельский;Партизана Германа ул;33;3;;4 км. кв.;74,00;6;9;6100000;Проспект Ветеранов;1970;;1988, 1995, 1995, 2002, 2003, 2004, 2007, 2007, 2014, 2014, 2014, 2014;11045,89;9829,99;0;0;0;True;True;True;True;2 комн., 3 комн., 4 комн. ;64, 80, 17;13.04.2009;Благоустройство придомовой территории, Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов, Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов, Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов, Ремонт или восстановление ОДС, Ремонт или замена системы горячего водоснабжения, Ремонт или замена системы горячего водоснабжения, Ремонт или замена системы отопления, Ремонт или замена системы холодного водоснабжения, Ремонт или замена системы холодного водоснабжения, Ремонт или замена системы электроснабжения, Ремонт фасада (Герметизация стыков стеновых панелей);5;5100 м;1 час 1 мин;5300 м;19 мин;https://www.bn.ru/detail/flats/3199197/
Красносельский;Огородная ул;17;2;;5 км. кв.;160,00;3;3;6300000;Проспект Ветеранов;1978;;;2629,5;2608,7;0;0;0;True;True;True;False;3 комн., 4 комн., 5 комн. ;4, 6, 8 ;01.01.1900;;0;19400 м;3 часа 53 мин;16700 м;41 мин;https://www.bn.ru/detail/flats/3159542/
﻿Красносельский;Красное Село Освобождения;31;1;;4 км. кв.;97,40;9;9;6500000;Проспект Ветеранов;2011;;;11944,8;8423,2;1276,1;0;5;True;True;True;False;1 комн., 2 комн., 3 комн., 4 комн.;77, 16, 1, 45 ;31.10.2013;;4;18900 м;3 часа 46 мин;16300 м;31 мин;https://www.bn.ru/detail/flats/3164839/
